DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P271	P262	P5475	P254	P254S1	P254S2	P5470	P5470S1	P5471	P5471S1	P5472	P5472S1	P5473	P5473S1	P5474S1	P5474S2	P5474S3	P5474S4	P5474S5	P5474S6	P5474S7	P5474S8	P5474S9	P5476	P5476S1	P5476S2	P5476S3	P5476S4	P5476S5	P5477	P5477S1	P5478	P5478S1	P1701S1	P1701S2	P1701S3	P1701S4	P1701S5	P1701S6	P1701S7	P1702	P1703	P1704	P1705	P5479	P5479S1	P5480	P5480S1	P5481	P5481S1	P5482	P5482S1	P5483	P5483S1	P5484	P5484S1	FEX_P
3068693	235	1	2	6	3	1	1	3	5	2		2		2		1	5	2	1	2	2	2	2	2	1	1	1	4	3	3	3	0	2		2									1	3	2		2		1	2	2		2		2		1	2	247.009174432104
3068719	235	1	4	6	3	1	1	3	1	2		2		2		2		2	2	1	2	2	2	2	2	2	1	2	5	2	5	0	2		1	4								1	1	1	2	2		1	1	1	2	1	4	2		1	1	262.877502582844
3068730	235	1	4	6	3	1	1	3	2	2		2		2		1	5	2	2	2	2	2	2	1	1	2	2						2		2		2	2	1	2	2	1	2	2		2		2		2		2		2		1	1	2		235.485096016373
3068739	235	1	3	6	3	1	1	2	0	2		1	4	1	4	1	4	2	2	2	1	2	2	1	1	1	1	4	5	5	5	0	2		2									1	3	1	2	2		2		1	1	2		2		2		359.307309428088
3068750	235	1	5	6	3	1	1	3	4	2		1	5	2		1	5	2	2	2	2	2	2	1	1	2	1	2	2	2	2	0	2		2									2		1	1	2		2		1	1	1	2	2		2		257.916463760485
3068751	235	1	5	6	4	1	1	3	2	2		2		2		1	5	2	2	2	2	2	2	1	1	2	1	2	2	1	2	0	2		2									1	1	1	2	2		2		1	1	2		2		2		264.823953849636
3068752	235	1	2	6	5	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	1	2						2		2		2	2	2	2	1	1	2	2		2		2		2		1	1	2		2		2		271.148691616076
3068755	235	1	2	6	4	1	1	3	5	2		1	5	2		1	5	2	2	2	2	2	2	1	1	2	1	3	2	2	2	0	2		2									2		1	2	2		1	2	1	1	1	2	2		1	2	316.625058806646
3068762	235	1	4	6	3	1	1	3	1	1	4	2		1	3	1	5	2	2	2	2	1	2	2	1	2	1	2	12	12	5	7	2		2									1	4	1	2	2		1	2	1	1	1	1	1	3	1	3	1163.11732851321
3068762	235	1	5	6	3	1	1	3	1	1	4	1	4	1	4	1	5	2	2	2	2	1	2	2	2	2	1	2	9	9	9	0	2		2									1	1	1	2	2		1	2	1	1	1	2	2		1	2	1163.11732851321
3068770	235	1	4	6	3	1	1	3	1	1	3	1	5	2		1	5	1	1	1	1	1	1	1	1	1	1	2	3	2	3	0	1	3	2									1	3	1	2	2		1	2	1	2	1	2	1	2	1	2	1081.01424727259
3068775	235	1	3	6	4	1	1	3	5	1	5	1	5	2		2		2	2	2	1	2	2	2	2	2	1	3	1	1	1	0	2		2									1	1	1	3	2		1	2	1	1	2		2		1	2	742.27885658132
3068776	235	1	3	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	0	2	0	1	4	2									1	3	2		2		1	2	1	1	2		2		2		994.48131453887
3068776	235	1	4	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	1	2	1	2	2	0	2	0	1	4	2									1	3	1	2	2		1	2	1	1	2		2		2		994.48131453887
3068778	235	1	3	6	5	1	1	3	0	2		1	3	2		1	5	2	2	1	2	1	2	2	2	2	1	1	20	0	20	0	1	3	1	3								1	3	1	1	2		1	2	1	1	2		1	2	1	1	1315.89373967673
3068780	235	1	3	6	3	1	1	3	4	2		2		1	5	1	5	2	2	1	1	1	2	2	1	1	1	1	2	0	2	0	1	4	1	3								2		1	1	1	5	1	1	1	1	2		1	1	1	1	858.546420454867
3068784	235	1	3	6	3	1	1	3	0	1	1	1	1	1	5	1	5	1	1	1	1	1	1	1	1	2	2						1	1	1	1								1	3	1	1	1	5	1	3	1	1	1	3	1	2	1	2	1048.2139542061
3068788	235	1	9	6	4	1	1	3	3	2		2		2		2		2	2	1	2	2	2	2	2	2	1	2	1	1	1	0	2		2									1	1	1	3	1	2	1	2	1	1	1	3	2		1	2	708.289257497178
3068790	235	1	3	5	4	1	1	3	2	1	3	1	4	2		1	5	2	2	1	1	2	2	2	2	2	1	2	2	1	2	0	2		1	3								1	3	1	2	1	4	1	3	1	1	1	2	2		1	2	672.963632810974
3068795	235	1	4	6	3	1	1	3	5	1	2	1	4	2		1	5	2	2	1	2	1	2	1	1	2	1	4	2	2	2	0	2		1	4								1	2	1	3	2		1	2	1	1	1	1	2		1	1	1081.01424727259
3068796	235	1	3	1	3	1	1	3	3	1	2	1	2	1	5	1	5	1	2	1	1	1	1	1	1	2	1	1	1	1	1	0	1	2	1	4								1	3	1	1	2		1	2	1	1	1	3	1	1	1	2	998.356448512761
3068796	235	1	5	6	4	2	1	2	0	2		2		2		1	5	2	2	2	1	1	2	2	2	2	2						2		2		2	2	2	2	2	1	2	1	1	2		2		1	1	1	1	2		2		2		998.356448512761
3068798	235	1	3	6	3	1	1	3	0	1	1	2		2		1	5	2	2	1	2	2	2	2	1	2	1	2	15	0	15	0	2		2									1	3	1	2	2		2		1	2	2		1	1	2		858.546420454867
3068815	235	1	6	6	4	1	1	3	2	2		1	5	2		1	5	2	2	2	2	2	2	1	1	1	1	1	2	2	2	0	2		2									1	3	1	1	1	5	1	3	1	2	1	3	2		2		111.629927274451
3068820	235	1	3	6	3	1	1	3	0	1	1	1	1	2		2		2	2	2	2	1	2	2	2	1	1	1	10	0	10	0	1	3	1	3								1	3	1	1	1	3	1	1	1	1	2		2		1	1	3712.95182010042
3068846	235	1	3	6	3	1	1	2	3	2		1	3	2		2		2	2	1	1	2	2	2	1	2	1	2	1	1	1	0	2		2									1	4	1	2	2		1	1	1	1	1	2	2		1	2	2266.88778869163
3068849	235	1	5	6	3	1	1	3	4	2		2		2		2		2	1	1	1	2	2	1	1	2	2						2		2		1	2	2	2	2	2	2	1	3			2		1	1	1	1	1	1	2		1	2	1500.9404693523
3068850	235	1	4	6	3	1	1	3	3	1	1	2		1	2	2		2	2	2	1	2	2	1	1	2	1	2	3	2	3	0	2		2									1	3	1	2	2		1	2	1	1	1	1	2		1	2	1861.86242842407
3068851	235	1	4	6	4	1	1	3	0	1	4	1	3	2		1	5	2	2	2	1	1	2	1	1	2	1	1	5	1	5	0	2		2									1	3	1	1	1	4	1	1	1	1	1	1	2		2		1342.8430792945
3068854	235	1	2	6	3	1	1	3	5	1	1	2		2		2		2	2	2	1	1	2	2	1	1	1	1	5	5	5	0	2		2									2		1	2	1	2	1	3	1	1	1	2	2		1	1	1722.48630319897
3068857	235	1	3	6	4	1	1	3	4	1	1	2		1	4	1	3	2	2	2	1	1	2	1	1	1	1	2	6	2	6	0	1	4	1	4								1	1	1	4	1	3	1	1	1	1	1	2	1	1	1	2	1512.80399815113
3068859	235	1	3	1	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	2	2	2	0	2		2									1	3	1	2	1	4	2		1	1	2		2		2		1722.07070379969
3068859	235	1	4	1	3	2	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									1	3	2		1	4	2		1	1	2		2		2		1722.07070379969
3068868	235	1	4	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	1	1	2	1	5	1	1	1	0	2		2									2		1	4	2		1	4	1	1	1	4	1	2	1	2	1305.91008897237
3068871	235	1	3	6	3	1	1	3	0	2		2		2		1	5	2	2	1	2	2	2	1	2	2	1	1	20	8	20	0	2		2									1	1	1	1	1	2	1	2	1	1	1	2	1	3	2		1798.58572228646
3068871	235	1	4	1	3	2	1	2	2	2		2		2		1	5	2	2	1	2	2	2	1	2	2	1	1	12	0	12	0	2		2									1	3	2		1	2	1	2	1	1	2		2		2		1798.58572228646
3068874	235	1	4	6	4	1	1	3	3	2		2		2		2		2	2	2	2	2	2	1	2	2	1	6	1	1	1	0	2		2									1	4	1	2	2		2		1	1	2		2		1	2	1070.57541407954
3068874	235	1	5	6	4	1	1	2	3	2		2		2		2		2	2	2	2	2	2	1	2	2	2						2		1	3								1	4	1	2	2		2		1	1	2		2		1	2	1070.57541407954
3068875	235	1	4	6	4	1	1	3	3	2		1	5	1	5	2		1	2	2	2	1	2	2	1	1	1	2	3	3	3	0	2		2									1	3	1	2	1	5	1	2	1	2	1	3	2		1	3	874.160654259062
3068875	235	1	5	6	4	2	1	3	1	2		2		2		2		2	2	2	2	2	2	1	2	2	1	1	1	1	1	0	2		2									1	3	1	1	1	5	1	3	1	2	1	3	2		1	2	874.160654259062
3068878	235	1	2	6	4	1	1	2	3	2		2		2		1	5	2	2	2	2	2	2	1	2	2	1	2	2	2	2	0	2		2									2		1	3	2		1	3	1	2	1	3	2		1	2	618.275694187752
3068879	235	1	2	6	3	1	1	3	3	2		2		2		1	5	1	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		1	2								1	3	1	2	2		1	3	1	1	2		1	2	1	2	1170.19172017283
3068880	235	1	4	6	3	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	2	2	2	2	2	1	1	3	1	2	2		1	2	1	1	2		2		1	2	1285.12870984475
3068881	235	1	3	6	3	1	1	3	3	2		1	4	1	5	2		1	2	2	2	2	2	1	2	1	1	1	1	1	1	0	2		2									1	4	1	1	1	4	1	2	1	2	2		2		1	3	524.323842990442
3068884	235	1	2	6	5	1	1	3	3	1	2	2		2		2		2	2	2	2	2	2	1	2	2	1	1	1	1	1	0	1	2	2									1	3	1	1	1	2	1	1	1	1	1	2	1	2	1	1	822.688424607736
3068885	235	1	4	6	3	1	1	3	2	1	5	2		1	5	1	5	2	2	2	1	2	2	2	2	2	1	2	2	2	2	0	2		2									1	3	1	1	2		2		2		1	2	1	1	1	2	824.094456304852
3068887	235	1	3	6	3	1	1	3	1	2		2		1	2	1	5	2	2	2	2	1	2	2	2	1	1	3	7	3	7	0	2		2									1	3	1	3	1	2	1	2	1	1	1	1	2		2		874.713552725971
3068889	235	1	4	6	9	1	1	3	2	2		2		2		2		1	2	2	2	2	2	1	2	2	2						2		1	4								1	3	1	2	1	2	2		1	1	1	2	1	1	1	2	743.258016664381
3068890	235	1	2	6	4	1	1	3	2	2		2		2		2		2	2	2	2	2	2	1	2	2	1	2	2	2	2	0	2		1	3								1	4	1	2	2		2		1	1	2		1	1	2		734.211235427528
3068891	235	1	4	6	4	1	1	3	4	2		2		2		2		2	2	2	2	2	2	1	2	2	1	2	1	1	1	0	2		2									1	1	1	2	2		2		1	1	1	2	1	2	1	2	552.41294082073
3068896	235	1	4	6	3	2	1	3	0	2		2		2		1	5	2	2	2	2	2	2	1	2	2	1	1	1	1	1	0	1	1	2									1	4	1	1	2		1	1	1	1	1	3	1	2	1	2	832.196956429842
3068897	235	1	4	6	4	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	4	1	2	1	5	1	3	1	1	2		2		1	3	798.529128678326
3068899	235	1	3	6	3	1	1	3	1	2		2		2		1	5	2	1	2	1	2	2	2	2	2	2						2		2		2	2	2	2	2	1	2	1	3	1	2	2		2		1	1	2		1	2	1	2	1251.74057234188
3068899	235	1	4	6	3	2	1	2	0	2		2		2		2		2	2	2	2	2	2	1	2	2	2						1	1	2									1	2	1	1	2		1	2	1	1	2		1	2	1	2	1251.74057234188
3068899	235	1	5	6	3	2	1	2	1	2		2		2		2		2	2	2	2	2	2	1	2	2	1	1	1	1	1	0	2		2									1	3	1	1	2		2		1	1	2		1	2	1	2	1251.74057234188
3068900	235	1	5	6	3	2	1	2	0	1	1	2		1	4	1	5	1	2	2	1	2	2	1	2	2	1	1	1	1	1	0	2		2									1	4	1	1	1	2	1	1	1	1	1	1	2		1	1	727.738021842567
3068903	235	1	4	6	4	2	1	2	0	2		1	5	2		2		2	2	2	2	2	2	1	2	2	2						2		2		2	2	2	2	2	2	1	1	3	2		2		1	3	1	1	1	3	1	2	1	2	569.062629463748
3068904	235	1	4	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	1	2	2	1	2	1	1	1	0	2		2									1	2	1	2	1	3	2		1	2	2		1	2	2		1291.72516236238
3068904	235	1	5	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	1	2	2	1	2	1	1	1	0	2		2									1	3	1	2	1	3	2		1	2	2		1	2	2		1291.72516236238
3068904	235	1	6	6	3	1	1	3	0	2		2		2		2		2	2	2	2	2	2	1	2	2	1	2	1	1	1	0	2		2									1	2	2		1	3	2		1	2	2		1	2	2		1291.72516236238
3068905	235	1	3	6	3	1	1	3	4	1	2	2		1	3	1	5	2	2	2	2	1	2	1	2	2	1	2	4	4	3	1	1	4	2									1	2	1	2	1	2	1	2	1	1	1	3	1	2	1	2	1011.49687102422
3068905	235	1	4	6	3	1	1	2	3	1	2	2		2		1	5	2	2	2	2	1	2	1	2	2	1	2	1	1	1	0	1	4	2									1	2	1	2	1	2	1	2	1	1	1	2	1	2	1	2	1011.49687102422
3068906	235	1	5	6	4	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	1	3	2									1	3	2		1	3	1	2	1	1	1	3	2		2		746.002712884839
3068906	235	1	6	6	4	1	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	2		2									1	3	1	2	1	3	1	2	1	1	1	3	2		2		746.002712884839
3068907	235	1	4	6	3	1	1	3	4	2		1	3	2		2		2	2	2	2	2	2	1	2	2	1	2	1	1	1	0	1	4	2									1	2	1	1	2		2		1	2	1	2	2		1	1	1473.04840546121
3068907	235	1	5	6	3	1	1	3	2	2		1	3	2		2		2	2	2	2	2	2	1	2	2	2						1	3	2									1	4	1	1	2		1	1	1	2	1	1	2		1	1	1473.04840546121
3068907	235	1	6	6	3	2	1	3	0	2		1	3	2		2		2	2	2	2	2	2	1	2	2	1	2	1	1	1	0	2		2									1	3	1	1	2		1	3	1	1	1	2	2		1	1	1473.04840546121
3068911	235	1	5	5	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	3	3	3	0	2		2									1	3	1	1	2		1	1	1	2	1	1	2		1	1	992.407479457724
3068913	235	1	3	6	3	1	1	3	1	2		2		2		2		2	2	2	1	1	2	1	1	2	2						2		2		1	2	2	2	2	2	2	1	3			1	2	1	2	1	1	1	3	1	1	2		1506.58298297745
3068913	235	1	8	6	5	1	1	3	3	2		2		2		2		2	2	2	1	1	2	1	1	1	2						2		2		2	2	1	2	2	2	2	2		2		1	2	2		1	1	1	3	1	1	2		1506.58298297745
3068914	235	1	5	6	3	2	1	2	2	1	2	2		1	2	1	4	2	2	2	1	1	2	1	2	2	2						2		2		2	1	2	2	2	2	2	1	3	2		1	2	1	1	1	1	1	1	2		1	2	1186.79913495639
3068914	235	1	4	6	3	1	1	3	1	1	1	2		1	2	1	4	2	2	2	1	1	2	1	2	2	2						1	2	2									1	3	1	1	1	2	1	1	1	1	1	1	2		1	1	1186.79913495639
3068916	235	1	5	6	4	1	1	3	3	2		2		2		1	4	2	2	2	1	1	2	1	1	2	2						2		1	2								1	1	1	3	1	2	1	2	1	1	1	2	1	2	1	2	965.573620661734
3068921	235	1	4	6	4	1	1	3	4	2		2		1	5	1	4	2	2	2	1	1	2	2	1	1	1	1	3	3	3	0	2		2									1	4	1	1	2		1	1	1	1	1	1	2		1	3	422.671519243116
3068921	235	1	5	6	4	1	1	3	2	1	5	1	5	1	2	2		1	2	2	1	1	2	2	1	2	1	3	3	3	3	0	2		1	4								1	4	1	2	2		1	1	1	1	2		2		1	2	422.671519243116
3068921	235	1	6	6	4	2	1	2	0	2		2		2		2		2	2	2	1	1	2	2	1	1	1	2	1	1	1	0	2		2									2		2		2		1	1	1	1	2		2		2		422.671519243116
3068923	235	1	3	6	3	1	1	3	4	1	4	2		1	5	1	4	1	2	2	1	1	2	1	2	1	1	1	1	1	1	0	1	3	2									1	3	1	2	2		1	3	1	1	2		2		1	1	147.975010658684
3068924	235	1	3	6	3	1	2	3	5	1	5	2		2		1	5	1	1	2	1	1	1	1	1	1	1	3	2	2	2	0	1	3	1	3								2		1	3	2		1	2	1	3	1	3	1	3	1	2	295.334937684864
3068924	235	1	4	6	3	2	2	2	0	2		2		2		1	5	1	2	2	2	2	2	1	2	2	2						2		2		2	1	2	2	2	2	2	1	2	1	3	2		1	3	1	2	1	3	1	3	1	3	295.334937684864
3068928	235	1	3	6	4	1	1	3	4	1	5	1	5	1	5	1	5	1	2	2	2	2	2	1	1	2	1	2	4	0	4	0	2		2									1	4	1	2	2		1	2	1	2	1	3	1	1	1	2	233.704195362954
3068928	235	1	4	6	4	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	1	2	2	2	2	2	2		2		2		1	1	1	1	2		2		2		233.704195362954
3068930	235	1	4	5	3	1	1	3	4	1	1	1	5	1	5	2		1	1	1	1	1	2	1	1	1	1	3	1	1	1	0	1	4	1	4								1	3	1	2	2		1	1	1	1	1	2	1	3	1	1	229.554948497238
3068932	235	1	3	6	3	2	1	2	2	2		2		2		2		2	2	2	2	1	2	1	1	2	2						2		2		2	1	2	2	2	2	2	1	3	2		2		1	3	1	2	1	2	2		1	2	301.570261607759
3068933	235	1	2	6	3	1	1	3	1	2		1	5	2		2		2	1	2	2	1	2	1	2	2	1	2	2	2	2	0	2		2									2		1	2	2		2		1	1	1	2	2		2		475.329098474625
3068933	235	1	3	6	3	2	1	2	3	1	3	1	5	2		2		2	2	2	2	1	2	2	2	2	1	3	1	1	1	0	2		2									2		2		2		2		1	1	2		2		2		475.329098474625
3068934	235	1	4	6	3	1	1	3	3	2		2		2		1	4	2	2	2	2	2	2	2	1	1	1	4	2	2	2	0	2		2									1	3	1	2	2		2		1	1	2		2		1	2	315.59620116866
3068935	235	1	2	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	0	1	2		2									1	3	1	4	2		2		1	2	2		2		2		162.717155617152
3068936	235	1	2	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	1	1	1	3	1	1	1	0	2		2									1	1	1	3	2		1	3	1	1	2		1	1	1	3	215.698101807847
3068939	235	1	4	6	9	1	1	3	1	1	2	1	1	1	5	1	5	2	2	2	1	1	2	1	2	2	1	1	1	1	1	0	1	4	1	4								1	3	1	1	1	1	2		1	1	1	2	1	2	1	2	475.329098474625
3068946	235	1	3	6	4	1	1	3	1	2		2		2		2		1	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									1	4	1	2	1	5	1	4	1	1	1	2	2		1	1	125.019584681115
3068946	235	1	5	6	9	1	1	4	1	2		1	2	2		1	5	1	2	2	2	1	2	1	1	1	1	3	1	0	1	0	2		1	3								1	4	1	3	1	5	1	2	1	1	1	2	1	2	1	1	125.019584681115
3068947	235	1	5	6	3	1	1	3	2	2		1	5	2		2		2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	2		2									2		1	1	2		2		1	1	2		2		1	1	169.493709836237
3068952	235	1	6	6	4	1	1	3	2	2		2		1	5	2		2	2	2	1	1	2	2	1	2	1	1	9	9	9	0	1	3	2									2		1	1	2		2		1	1	2		2		1	3	475.329098474625
3068965	235	1	2	6	3	1	1	3	4	2		2		2		1	5	1	2	2	2	1	2	1	2	2	1	2	1	1	1	0	2		2									2		1	1	1	5	2		1	1	1	1	2		1	1	363.407052843133
3068966	235	1	3	6	3	2	1	2	1	2		2		2		2		1	2	2	2	2	2	1	2	2	2						2		2		2	1	1	2	2	1	2	1	4	1	2	2		2		1	1	1	2	2		2		380.112061806315
3068967	235	1	4	1	3	1	1	3	2	2		2		2		2		1	2	2	2	2	2	1	2	2	2						2		2		1	2	1	1	1	1	2	1	2			2		2		1	1	1	1	2		2		143.515223418281
3068968	235	1	3	1	3	1	1	3	4	1	1	2		2		2		1	2	2	2	2	2	1	2	2	1	1	1	1	1	0	2		2									2		1	2	2		2		1	1	2		2		2		289.911825455653
3068969	235	1	3	1	3	1	1	4	1	2		2		1	2	1	2	1	2	2	2	2	2	1	2	2	1	2	2	2	2	0	2		1	3								2		1	2	2		2		1	1	1	2	2		2		135.675183281122
3068969	235	1	4	1	3	1	1	3	1	2		2		2		2		1	2	2	2	2	2	1	2	2	1	4	2	2	2	0	2		2									1	4	1	1	2		1	1	1	1	2		2		1	1	135.675183281122
3068972	235	1	3	6	4	1	1	3	1	2		2		2		1	2	2	2	2	1	1	2	1	1	1	1	3	1	1	1	0	2		2									1	1	1	2	1	3	1	2	1	1	2		2		2		1386.96820370827
3068979	235	1	4	6	3	1	1	3	3	1	5	2		1	5	2		2	2	2	2	2	2	2	1	1	1	2	2	2	2	0	1	2	2									1	3	1	1	2		1	2	1	1	1	1	2		1	1	953.603499608686
3068979	235	1	5	6	3	2	1	2	2	2		2		1	1	2		2	2	2	2	1	2	2	1	1	1	1	10	10	10	0	2		2									1	3	1	1	2		1	1	1	1	1	2	2		1	2	953.603499608686
3068979	235	2	6	6	4	1	1	3	2	2		2		1	1	2		2	2	2	2	1	2	2	1	2	1	1	11	11	11	0	2		2									2		1	1	2		1	1	1	1	1	3	2		2		953.603499608686
3068979	235	2	7	6	4	2	1	2	2	2		2		1	1	2		2	2	2	2	1	2	2	1	1	1	1	20	20	20	0	2		2									1	3	2		2		1	2	1	1	1	1	1	1	2		953.603499608686
3068987	235	1	3	6	3	1	1	3	2	1	3	1	3	1	5	2		2	2	1	1	1	2	1	1	1	1	4	2	2	2	0	2		2									1	2	1	2	1	3	1	2	1	1	2		2		1	1	2750.8617306244
3068989	235	1	3	6	3	1	1	3	3	1	3	1	2	2		2		2	2	2	1	1	2	2	1	1	1	1	10	0	10	0	1	1	2									1	3	1	1	2		1	4	1	1	2		2		2		2505.65897720492
3068991	235	1	3	6	3	1	1	2	2	1	4	1	4	1	4	2		2	2	2	1	1	2	2	2	1	1	2	10	0	10	0	2		2									1	3	1	1	1	3	1	1	1	1	2		1	3	1	1	2296.73293771927
3068998	235	1	3	6	3	1	1	2	3	2		2		1	2	2		2	2	2	1	2	2	2	1	1	1	1	3	3	3	0	2		2									1	3	1	1	1	2	1	3	1	1	1	3	1	1	1	3	2047.06126030135
3068998	235	1	4	6	3	2	1	1	1	2		2		2		2		2	2	2	2	2	2	2	1	1	1	3	5	0	5	0	2		1	4								1	1	1	1	1	2	1	3	1	1	1	3	1	1	1	1	2047.06126030135
3069007	235	1	4	6	3	1	1	3	2	2		2		2		2		2	2	2	1	2	2	2	2	2	1	3	2	1	2	0	2		2									1	3	1	2	1	3	1	2	1	1	1	1	2		2		1951.57050302589
3069017	235	1	3	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	1	1	2	1	3	3	0	3	0	2		2									1	3	1	3	1	4	1	2	1	1	1	2	1	2	1	1	1854.62799404045
3069028	235	1	3	6	4	1	1	3	2	1	5	2		2		2		2	2	2	1	1	2	2	2	1	1	3	1	1	1	0	2		2									2		1	3	1	3	1	1	1	1	1	1	2		2		2372.82900185541
3069030	235	1	4	1	3	1	1	3	3	2		2		2		2		2	2	1	2	1	2	2	2	2	1	3	8	8	8	0	2		2									2		1	3	1	3	1	1	1	1	1	1	2		2		3971.87226532039
3069032	235	1	3	6	3	1	1	3	1	2		2		2		1	4	2	2	2	1	1	2	2	2	2	1	2	4	0	4	0	2		1	1								1	2	1	2	2		1	2	1	1	2		2		2		3253.47754001535
3069038	235	1	3	6	3	2	2	1	1	2		2		2		2		2	2	2	2	1	2	2	2	2	2						2		2		2	2	2	2	2	2	1	2		2		2		2		2		2		2		1	1	3098.42051942958
3069051	235	1	5	5	4	1	1	3	2	1	5	1	5	1	5	1	5	2	2	2	2	2	2	1	1	1	1	1	2	2	2	0	1	4	2									1	3	2		2		1	2	1	1	1	3	1	1	2		951.112295212936
3069059	235	1	4	6	3	1	1	4	0	1	5	2		1	5	1	5	2	1	2	1	2	1	1	2	2	1	1	4	4	4	0	1	2	2									1	1	1	1	2		1	1	1	2	1	2	2		1	3	1181.38590013658
3069063	235	1	3	6	3	1	1	3	4	1	5	2		1	5	1	5	2	2	2	2	2	2	2	1	1	1	3	3	2	3	0	1	2	2									1	3	1	2	2		1	1	1	1	1	1	2		1	1	1086.81842622308
3069063	235	1	4	6	3	1	1	3	2	1	5	2		2		1	5	2	2	2	2	2	2	2	1	1	1	3	2	2	2	0	2		2									1	3	1	1	2		1	2	1	1	2		2		2		1086.81842622308
3069064	235	1	6	5	4	1	1	3	1	2		1	5	1	5	1	5	2	2	1	1	2	2	2	1	2	1	2	1	1	1	0	2		2									2		1	2	2		1	2	1	1	2		2		1	2	644.855351391325
3069067	235	1	3	5	3	1	1	4	0	1	5	2		1	5	1	4	2	2	2	1	1	2	1	2	1	1	6	1	1	1	0	2		2									1	4	2		2		1	1	1	1	2		1	1	1	1	1155.36098158884
3069069	235	1	2	5	4	1	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	1	1	1	2	2	2	0	2		1	2								1	1	1	1	2		1	2	1	1	2		2		2		831.231351459846
3069071	235	1	3	5	3	1	1	3	2	1	5	1	4	1	4	1	4	2	2	2	1	2	2	1	1	2	1	2	4	0	4	0	2		2									1	3	1	2	2		1	2	1	1	1	3	1	2	2		1431.2899913376
3069072	235	1	3	1	3	1	1	3	3	2		2		2		1	5	2	2	2	2	1	2	1	2	1	1	2	1	0	1	0	2		2									1	3	2		1	2	1	3	1	1	1	2	2		1	1	752.533629688541
3069079	235	1	6	6	4	1	1	3	3	2		2		2		2		2	1	2	2	2	2	2	2	1	1	2	3	3	3	0	2		1	4								1	3	1	2	1	2	1	3	1	1	1	2	1	1	2		918.30714298926
3069082	235	1	4	1	4	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	2	2	2	0	2		2									2		2		2		2		1	1	2		2		2		728.266431289308
3069086	235	1	4	5	4	1	1	3	2	2		2		2		2		2	2	2	1	2	2	2	2	2	1	4	12	0	12	0	1	4	1	4								1	3	1	1	2		1	4	1	1	1	2	2		1	2	960.930005741418
3069095	235	1	6	6	3	1	1	3	3	1	3	2		2		2		2	2	2	2	2	2	1	2	2	1	2	12	0	12	0	2		2									1	3	1	2	2		1	2	1	1	1	3	2		2		1311.08455441815
3069096	235	1	5	6	4	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2						1	2	2									2		2		2		2		1	2	2		2		1	1	1067.96069689308
3069097	235	1	2	6	4	2	1	2	3	2		1	5	1	5	1	5	2	2	2	1	2	2	2	1	2	1	2	4	0	4	0	2		2									1	1	2		1	5	1	3	1	1	1	2	1	2	1	2	890.061422231265
3069101	235	1	4	5	4	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	1	2	0	2		2									1	1	1	1	1	5	2		1	1	1	3	2		2		1252.57080678831
3069102	235	1	4	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	2				2		2		1	1	1	2	2		2		883.666910139415
3069110	235	1	3	6	3	1	1	3	2	1	5	1	5	2		1	5	2	2	2	1	1	2	1	1	2	1	1	3	1	3	0	2		2									1	2	1	2	1	4	2		1	1	1	2	1	2	2		997.092113382923
3069112	235	1	3	5	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									2		2		2		2		2		2		2		2		997.092113382923
3069126	235	1	3	6	3	1	1	3	2	2		2		2		2		2	2	2	2	1	2	2	2	2	2						1	2	2									1	4	1	1	2		1	3	1	1	2		2		2		1068.34347455836
