DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P271	P262	P5475	P254	P254S1	P254S2	P5470	P5470S1	P5471	P5471S1	P5472	P5472S1	P5473	P5473S1	P5474S1	P5474S2	P5474S3	P5474S4	P5474S5	P5474S6	P5474S7	P5474S8	P5474S9	P5476	P5476S1	P5476S2	P5476S3	P5476S4	P5476S5	P5477	P5477S1	P5478	P5478S1	P1701S1	P1701S2	P1701S3	P1701S4	P1701S5	P1701S6	P1701S7	P1702	P1703	P1704	P1705	P5479	P5479S1	P5480	P5480S1	P5481	P5481S1	P5482	P5482S1	P5483	P5483S1	P5484	P5484S1	FEX_P
3069126	235	1	4	6	3	2	1	2	2	2		2		2		2		2	2	2	2	1	2	2	2	2	1	1	1	1	1	0	2		2									1	1	2		2		2		1	1	2		2		2		1068.34347455836
3069131	235	1	3	5	3	1	1	3	4	1	2	1	5	1	5	1	5	2	2	2	2	1	2	2	2	2	1	1	3	3	3	0	1	4	1	4								1	3	1	1	2		1	2	1	2	1	3	1	1	2		1406.55021250217
3069131	235	1	4	5	3	1	1	3	4	1	2	2		1	5	1	5	2	2	2	2	1	2	2	2	2	1	1	3	3	3	0	1	4	2									1	3	1	1	2		1	3	1	1	1	3	1	1	2		1406.55021250217
3069131	235	1	5	5	3	1	1	3	4	1	2	2		1	5	1	5	2	2	2	2	1	2	2	2	2	1	1	3	3	3	0	1	4	2									1	3	1	1	2		1	3	1	1	1	3	1	1	2		1406.55021250217
3069139	235	1	5	6	4	1	1	3	1	2		1	5	2		2		2	2	2	2	1	2	1	2	2	1	1	1	1	1	0	2		2									2		1	1	2		1	2	1	1	1	2	2		2		660.629686850789
3069157	235	1	4	6	4	1	1	3	2	2		1	3	2		1	3	2	2	2	2	2	2	2	2	2	1	1	5	0	5	0	2		2									1	3	1	1	1	3	2		1	1	2		2		1	1	1301.79554332919
3069163	235	1	2	6	3	1	1	3	0	1	5	2		1	5	2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									1	3	1	2	2		2		1	1	2		1	2	1	2	1372.65103283936
3069168	235	1	3	6	3	1	1	3	4	1	4	2		2		2		2	2	2	2	2	2	1	1	2	1	1	3	2	3	0	1	4	2									1	3	1	2	2		1	2	1	1	1	2	2		1	2	1644.26310940527
3069173	235	1	4	6	3	1	1	3	2	2		2		2		2		2	2	2	1	2	2	2	1	2	1	2	2	2	2	0	2		2									1	3	1	2	2		1	2	1	1	1	1	2		1	1	1534.57211728802
3069175	235	1	2	6	3	1	1	3	4	1	5	1	5	2		2		2	2	2	2	1	1	1	1	1	1	4	1	1	1	0	2		2									1	3	1	1	2		1	4	1	1	2		2		1	2	2243.09160457017
3069175	235	1	3	6	3	2	1	2	0	2		2		2		2		2	2	2	2	1	2	2	1	1	1	2	1	0	1	0	2		2									1	3	2		1	4	2		1	1	1	2	2		1	2	2243.09160457017
3069184	235	1	3	6	3	1	1	3	1	2		2		2		2		2	2	2	1	2	2	2	1	2	1	2	6	4	6	0	1	2	1	2								1	3	2		2		1	2	1	1	1	2	2		2		1602.39792209286
3069185	235	1	4	1	4	1	1	3	3	1	3	1	3	1	3	1	3	2	2	2	1	1	2	2	2	2	1	2	6	6	6	0	2		1	4								1	3	1	2	1	2	1	2	1	1	1	2	2		1	2	815.223946930269
3069187	235	1	2	5	3	1	1	3	2	2		1	4	2		1	3	2	2	2	2	2	2	2	2	2	1	2	2	0	1	1	2		2									1	3	1	1	2		1	2	1	1	1	2	2		2		1395.34119710581
3069188	235	1	4	6	3	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	1	2	2	2	2	2	1	3	2		2		2		1	1	2		2		2		1538.47837793704
3069195	235	1	5	6	5	1	1	3	2	1	5	2		2		2		2	2	2	2	2	2	2	1	2	1	2	1	1	1	0	2		2									1	1	1	2	2		1	1	1	1	2		1	2	2		952.390755533091
3069198	235	1	3	6	5	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	1	2	2	2	2	2	2		2		2		2		1	1	2		2		2		1657.16468367014
3069199	235	1	4	5	3	1	1	4	1	2		1	5	2		2		1	2	2	1	1	2	1	1	1	2						2		1	2								1	3	1	2	2		1	3	1	1	1	3	2		2		1817.1573354205
3069199	235	1	5	5	3	1	1	3	5	2		2		2		2		2	2	2	1	1	2	2	1	1	1	2	1	0	1	0	2		2									2		1	2	2		2		1	1	2		1	2	1	1	1817.1573354205
3069205	235	1	3	6	3	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	1	2	2	2	2	2	1	3	2		2		2		1	1	2		2		2		1482.48544092177
3069207	235	1	4	6	4	1	1	3	1	1	3	1	3	2		2		2	2	2	1	1	2	2	1	1	1	1	2	2	2	0	2		2									1	3	2		1	3	1	2	1	1	2		1	1	2		1101.92126580499
3069208	235	1	2	5	3	1	1	2	2	2		2		2		2		2	2	2	2	1	2	2	1	2	1	1	15	4	15	0	2		2									1	3	1	1	2		1	2	1	1	2		2		1	1	1314.47442778014
3069218	235	1	4	6	4	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	1	2	1	3	1	1	1	0	2		1	3								1	4	1	1	2		2		1	1	2		2		2		1294.98708749178
3069220	235	1	4	5	4	1	1	3	4	2		1	4	2		2		2	2	2	1	1	2	2	2	2	1	3	1	0	1	0	1	3	2									2		1	2	2		2		1	2	1	2	1	2	2		1986.43406511207
3069220	235	1	8	5	4	1	1	3	2	2		2		2		1	5	2	2	2	1	2	2	2	1	1	2						1	2	2									2		1	2	2		1	2	1	1	1	2	1	2	1	2	1986.43406511207
3069221	235	1	4	5	3	1	1	4	0	2		2		2		1	3	2	2	2	2	2	2	2	1	2	1	2	5	5	5	0	2		1	3								1	3	1	2	2		1	2	1	1	1	1	2		1	2	1389.84476011771
3069223	235	1	2	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									2		1	2	2		1	2	1	1	2		1	2	1	2	1601.17174665487
3069224	235	1	4	5	4	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	1	1	1	1	1	1	1	0	2		2									1	1	2		2		2		1	1	2		2		2		1239.00680474856
3069225	235	1	4	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									2		1	2	2		1	3	1	1	2		1	1	2		1887.3543540666
3069225	235	1	5	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									2		1	2	2		2		1	1	2		2		2		1887.3543540666
3069228	235	1	3	6	3	1	1	4	0	2		2		2		2		2	2	2	2	2	2	2	1	2	1	1	2	2	2	0	2		2									1	3	1	1	2		1	2	1	1	2		2		2		1345.71965851213
3069232	235	1	6	6	9	1	1	3	1	2		1	4	2		2		2	2	2	1	1	2	2	1	1	1	2	4	4	4	0	1	3	2									1	3	2		2		1	2	1	1	2		1	1	1	1	1095.52793636432
3069233	235	1	2	6	4	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	2		2									1	4	1	1	2		2		1	1	2		2		2		1314.47442778014
3069234	235	1	5	1	3	1	1	3	3	2		1	3	2		1	3	2	2	2	2	2	2	2	2	2	1	1	3	3	3	0	2		2									1	1	1	1	2		2		2		1	2	2		2		1594.47131495232
3069238	235	1	3	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	3	1	1	2		2		1	1	2		2		2		1401.6186715961
3069246	235	1	3	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									2		1	2	2		2		1	1	2		2		2		1521.5311527672
3069249	235	1	3	6	9	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									2		1	2	2		2		1	1	2		2		2		1014.77702198904
3069250	235	1	2	6	3	1	1	3	4	2		2		1	3	2		2	2	2	1	1	2	2	1	1	1	2	3	3	3	0	1	2	1	2								1	3	1	1	2		1	2	1	1	2		1	1	1	2	1375.52083352829
3069250	235	1	3	6	3	1	1	3	2	2		2		2		2		2	2	2	1	1	2	2	1	1	1	2	2	2	2	0	1	2	1	2								1	3	1	2	2		1	2	1	1	2		1	1	1	2	1375.52083352829
3069251	235	1	4	5	3	1	1	3	5	2		2		2		1	3	2	2	2	2	2	2	2	1	2	1	1	2	2	2	0	2		2									1	3	1	1	2		1	1	1	1	1	2	1	1	1	1	1457.61160861137
3069255	235	1	3	5	3	1	1	3	4	2		2		2		1	4	2	2	2	2	2	2	2	2	2	1	1	3	3	3	0	2		2									1	3	1	1	2		1	2	2		2		2		2		1587.65694827549
3069255	235	1	4	5	3	2	1	2	2	2		2		2		1	3	2	2	2	2	2	2	2	2	2	2						1	1	2									1	3	2		2		2		2		2		2		2		1587.65694827549
3069257	235	1	3	6	3	1	1	4	2	1	3	2		2		2		2	2	2	1	1	2	2	1	1	1	2	4	4	4	0	2		2									2		1	1	2		1	2	1	1	2		2		1	2	1370.46736479542
3069272	235	1	11	5	3	1	1	3	4	2		2		2		2		2	2	2	2	1	2	2	2	2	1	2	1	1	1	0	2		2									2		2		2		2		1	1	2		2		2		1941.356871524
3069277	235	1	3	5	3	2	1	2	2	1	5	1	3	2		2		2	2	1	1	1	1	1	1	1	1	3	1	1	1	0	1	3	2									1	3	1	1	1	3	1	2	1	1	2		1	2	1	3	1730.56032223937
3069294	235	1	3	6	4	1	1	3	1	2		2		2		1	4	2	2	2	1	1	2	2	2	1	1	3	2	1	2	0	2		2									1	3	1	3	1	3	2		1	2	2		2		2		1966.46874953482
3069294	235	1	4	6	5	1	1	3	1	2		2		2		1	4	2	2	2	1	1	2	2	2	1	1	3	2	1	2	0	2		2									2		1	3	1	3	2		1	2	1	3	2		2		1966.46874953482
3069296	235	1	3	6	3	1	1	3	2	1	5	2		2		2		2	2	1	1	1	1	1	1	1	1	2	3	3	3	0	2		2									1	3	1	2	1	1	1	2	1	1	1	1	2		2		1898.90575850247
3069297	235	1	3	6	4	1	1	3	4	2		2		2		1	4	2	2	2	1	1	1	2	2	1	1	3	2	1	2	0	2		2									2		1	2	1	3	1	2	1	1	1	3	2		1	3	1546.03099645232
3069306	235	1	4	6	3	1	1	3	3	1	5	2		2		1	5	2	2	1	1	1	1	1	2	1	1	2	6	3	6	0	2		2									1	1	1	2	1	5	1	2	1	2	1	3	2		1	3	2134.26494335936
3069309	235	1	5	6	4	2	1	2	0	2		2		2		2		2	2	2	2	1	2	2	2	2	1	1	1	1	1	0	2		2									1	1	1	2	2		2		1	1	2		2		2		1467.13005369955
3069311	235	1	3	6	3	1	1	3	2	1	4	1	4	2		2		2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	2		2									1	3	1	1	2		1	1	1	1	2		1	2	1	2	1230.4915326123
3069316	235	1	5	6	3	2	1	2	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	2	1	1	1	2	2	2		2		2		2		1	2	2		2		2		1350.27338757844
3069317	235	1	4	6	3	1	1	3	4	1	4	1	5	2		2		2	2	2	2	2	2	2	2	2	1	1	3	3	3	0	2		2									1	3	1	1	2		1	1	1	1	1	3	1	2	1	3	1157.06265479178
3069327	235	1	7	6	4	1	1	4	0	2		2		2		2		2	2	1	1	1	1	1	1	2	1	2	3	3	3	0	2		1	3								2		1	4	2		1	4	1	1	2		1	1	2		1208.60177619785
3069327	235	1	9	5	4	1	1	3	4	2		2		2		2		2	2	1	2	1	1	1	1	2	1	3	1	1	1	0	1	2	1	2								1	1	1	1	2		1	3	1	1	1	3	1	1	2		1208.60177619785
3069329	235	1	2	6	4	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	2	1	2	0	2		2									1	4	1	3	2		2		1	2	2		2		2		939.355279096041
3069336	235	1	3	6	3	1	1	3	5	1	3	1	5	1	5	1	5	2	2	2	1	1	1	1	2	1	1	1	10	10	10	0	2		1	4								2		1	1	1	5	1	1	1	1	1	1	1	1	1	3	978.437610684044
3069338	235	1	4	6	4	1	1	3	4	1	4	2		2		2		2	2	2	2	2	2	1	2	2	1	2	1	1	1	0	1	3	2									2		1	2	2		2		1	1	2		2		1	2	1148.64407335124
3069340	235	1	2	6	3	1	1	3	1	2		2		2		2		2	2	1	2	1	1	1	2	2	1	1	1	1	1	0	2		2									1	3	1	1	2		2		1	1	2		1	1	1	2	1121.86699960876
3069341	235	1	5	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	2	1	2	0	2		2									1	3	2		2		2		1	1	2		2		2		1172.74142922268
3069343	235	1	3	5	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	0	2	0	2		2									1	4	1	1	2		2		1	1	2		2		2		1362.36356079777
3069343	235	1	4	5	3	2	1	2	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	5	0	5	0	2		2									1	4	2		2		2		1	1	2		2		2		1362.36356079777
3069345	235	1	6	6	4	1	1	3	5	1	4	1	4	2		1	5	2	2	2	2	2	1	1	2	2	1	1	3	3	3	0	2		2									2		1	1	2		1	1	1	1	1	2	1	3	1	3	1203.7457829089
3069345	235	1	8	6	5	1	1	3	2	1	3	2		2		2		2	2	2	1	1	2	1	2	1	1	2	3	3	3	0	1	2	2									2		1	2	2		1	2	1	1	2		1	1	1	1	1203.7457829089
3069351	235	1	5	6	3	1	1	3	4	2		2		2		2		2	2	2	1	1	2	2	2	2	1	2	3	1	3	0	2		2									1	4	1	3	2		2		1	1	2		2		2		1350.27338757844
3069353	235	1	5	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	2	1	2	0	2		2									1	4	1	3	2		2		1	1	2		2		2		1292.69797890155
3069355	235	1	3	1	3	1	1	3	1	1	4	2		2		2		2	2	2	1	1	2	2	2	2	1	2	3	2	3	0	2		2									1	4	1	2	2		2		1	1	2		1	2	2		1113.68597971068
3069357	235	1	4	6	3	1	1	3	5	2		1	5	2		2		2	2	2	2	2	2	2	2	2	1	1	4	4	4	0	2		2									2		1	1	2		1	3	1	1	2		2		2		1354.18254089969
3069357	235	1	5	6	3	1	1	3	1	2		1	5	2		2		2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	2		2									1	3	1	1	2		1	3	1	1	2		2		2		1354.18254089969
3069359	235	1	3	6	3	1	1	4	2	1	3	1	3	2		1	3	2	2	2	2	2	2	1	2	2	2						1	2	1	4								2		1	1	1	4	2		1	1	2		1	2	1	1	1071.19692093372
3069362	235	1	2	6	3	1	1	3	2	1	5	2		2		2		2	2	2	2	1	2	1	2	2	1	1	4	4	4	0	1	6	2									1	3	1	1	2		1	2	1	1	2		2		2		1016.82276999795
3069364	235	1	3	6	3	1	1	3	3	1	2	1	2	2		2		2	2	2	1	2	1	1	2	2	1	1	4	4	4	0	2		1	2								2		1	1	1	5	1	1	1	1	2		1	3	1	1	1007.71496156125
3069365	235	1	3	6	3	1	1	4	0	1	4	2		2		1	5	2	2	2	2	2	2	2	2	2	1	2	3	3	3	0	2		2									2		1	2	2		2		1	1	2		1	2	1	2	1390.27250413939
3069365	235	1	4	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	4	3	4	0	2		2									1	2	1	1	1	5	2		1	1	2		1	2	1	2	1390.27250413939
3069365	235	1	5	6	3	2	1	2	3	2		2		2		2		2	2	2	2	1	2	2	2	2	1	2	2	0	2	0	2		2									1	1	2		2		2		1	1	2		1	2	1	2	1390.27250413939
3069402	235	1	4	6	3	1	1	3	0	2		2		2		2		2	1	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	3			2		2		1	1	2		2		2		1647.44914840431
3069404	235	1	2	6	3	2	2	1	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	4	1	0	1	0	2		2									2		2		2		2		1	2	2		2		2		1341.82263158349
3069405	235	1	4	6	4	1	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	1	1	1	0	2		2									1	1	1	1	1	5	1	2	1	1	2		2		2		860.046878907068
3069405	235	1	5	6	4	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	1	2	2	2	2	2	1	1	2		2		1	2	1	1	2		2		2		860.046878907068
3069406	235	1	2	6	3	1	1	3	2	2		2		2		1	5	2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	1	3	2									1	3	1	1	2		1	3	1	1	2		2		2		1341.82263158349
3069410	235	1	5	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	2		2									2		1	1	2		2		1	1	2		2		2		1533.3150775247
3069413	235	1	3	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	3	1	2	2		2		1	1	1	4	2		2		1347.8593323974
3069416	235	1	6	6	3	1	1	3	3	2		2		2		2		2	2	1	2	1	2	1	2	2	1	3	5	5	5	0	2		2									1	3	1	3	2		2		1	1	2		2		1	2	2014.16988246276
3069416	235	1	7	6	3	2	1	3	0	2		2		2		2		2	2	1	2	1	2	1	1	2	2						2		2		1	2	1	2	2	2	2	2				2		2		1	1	2		2		1	2	2014.16988246276
3069418	235	1	6	6	4	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	2		2									1	4	1	3	2		2		1	1	2		2		2		1732.4301041472
3069419	235	1	5	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									2		1	2	2		1	2	1	1	1	3	2		1	2	1678.58478642006
3069421	235	1	4	6	4	1	1	4	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	3	3	3	0	2		2									1	3	1	1	2		1	3	1	1	2		2		1	2	1387.04802799964
3069421	235	1	5	6	4	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	1	2	2	2	2	2	1	1	1	1	2		2		1	1	1	3	1	3	1	3	1387.04802799964
3069422	235	1	3	6	3	1	1	3	0	1	3	1	4	2		2		2	2	1	2	1	2	1	1	1	1	1	2	0	2	0	2		1	3								1	3	1	1	2		2		1	2	2		2		1	1	1786.68215648575
3069441	235	1	4	6	5	1	1	4	2	2		2		2		2		2	1	1	2	2	2	1	1	2	1	3	1	1	1	0	2		2									2		1	2	2		1	2	1	1	2		1	2	1	2	738.670613359724
3069443	235	1	3	1	3	1	1	4	0	2		2		2		2		2	2	2	2	1	2	2	2	2	1	1	3	3	3	0	2		2									2		1	1	2		2		1	1	2		2		1	2	1327.9047412778
3069443	235	1	4	1	3	1	1	3	1	2		2		2		2		2	2	2	2	1	2	2	2	2	1	2	3	0	3	0	2		2									1	3	1	2	2		2		1	1	1	1	2		1	2	1327.9047412778
3069445	235	1	4	6	3	1	1	3	5	1	5	2		2		2		2	2	1	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	2				2		2		1	1	2		2		2		1360.32252812715
3069445	235	1	5	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	2	1	2	2	2	2	2		2		2		2		1	2	2		2		2		1360.32252812715
3069447	235	1	3	6	3	1	1	3	1	1	3	1	5	2		1	4	2	2	2	2	1	1	1	2	2	1	3	5	2	5	0	2		2									2		2		2		1	2	1	1	2		2		1	1	967.946369480643
3069454	235	1	3	1	3	1	1	4	1	1	3	1	4	1	5	1	2	2	2	1	2	1	1	1	1	1	1	2	1	1	1	0	1	2	1	4								1	2	1	2	1	3	1	1	1	1	1	2	2		1	1	2019.95968352009
3069459	235	1	4	1	4	1	1	3	0	1	4	2		2		2		2	2	1	2	2	2	2	2	2	1	2	1	1	1	0	2		2									1	1	2		2		2		1	1	2		1	1	2		791.396613573649
3069466	235	1	5	1	3	1	1	3	3	2		2		2		2		2	2	2	2	1	1	1	2	2	2						2		1	3								2		2		2		1	3	1	1	1	3	1	1	2		1602.77738028012
3069466	235	1	6	1	3	2	1	3	0	2		2		2		2		2	2	2	2	1	2	2	2	2	1	4	1	0	1	0	2		2									1	4	2		2		1	2	1	1	2		2		2		1602.77738028012
3069469	235	1	3	1	3	1	1	3	4	1	5	2		2		1	5	2	2	2	2	1	2	2	2	2	1	1	2	0	2	0	2		2									1	4	1	2	1	4	1	3	1	1	2		2		1	2	1312.73693075163
3069469	235	1	4	1	3	1	2	3	4	2		2		2		2		2	2	2	2	1	2	2	2	2	1	1	1	0	1	0	2		2									2		1	1	2		1	2	1	3	2		2		1	1	1312.73693075163
3069469	235	1	5	1	3	2	2	3	1	2		2		2		2		2	2	2	2	1	2	2	2	2	1	1	1	0	1	0	2		2									1	1	2		2		1	4	1	1	2		2		1	2	1312.73693075163
3069470	235	1	5	1	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	2		1	2								2		1	2	2		1	2	1	1	2		2		1	2	1335.7951585683
3069476	235	1	5	1	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	1	2	1	1	1	1	1	0	2		2									1	3	1	2	2		2		1	1	2		2		2		1509.49029036933
3069476	235	1	6	1	3	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									1	3	2		2		2		1	1	2		2		2		1509.49029036933
3069478	235	1	4	5	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	1	2	1	2								1	4	1	2	2		1	2	1	1	1	2	2		1	2	1315.9442042479
3069496	235	1	8	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	1	2	2						2		2		2	2	2	2	1	2	2	1	3	1	2	2		2		1	1	2		2		2		1921.84750734834
3069496	235	1	9	6	3	2	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	3	1	2	2		2		1	2	2		2		2		1921.84750734834
3069500	235	1	4	6	4	1	1	2	1	2		2		2		2		2	2	1	2	2	2	2	2	2	2						2		2		2	2	2	2	2	1	2	1	1	1	2	2		2		1	1	2		2		2		1273.45346803713
3069501	235	1	3	6	3	1	1	3	4	2		2		2		2		1	1	1	2	2	2	1	1	2	1	5	2	2	2	0	1	5	1	4								1	3	1	5	2		1	3	1	1	2		2		1	2	1065.2934518536
3069502	235	1	4	6	3	1	1	3	3	1	2	1	5	2		2		2	2	1	2	2	2	1	2	2	1	2	1	1	1	0	1	3	2									1	4	1	1	2		1	2	1	1	2		1	2	2		1453.90953245585
3069502	235	1	5	6	3	2	1	2	0	2		2		2		2		2	2	1	2	2	2	1	2	2	1	1	1	1	1	0	2		2									1	4	2		2		2		1	1	1	3	2		2		1453.90953245585
3069504	235	1	2	6	3	1	1	3	3	2		2		2		2		1	2	2	2	2	2	1	2	2	2						2		2		2	2	2	2	1	2	2	1	3	1	2	2		2		1	1	2		2		2		1040.55922174119
3069509	235	1	5	6	4	1	1	3	3	2		2		2		2		1	2	1	2	2	2	2	2	2	2						2		2		2	2	2	2	1	2	2	2		1	5	2		2		1	1	1	1	2		2		851.902855990002
3069514	235	1	4	6	3	1	1	4	1	1	4	2		1	2	2		1	2	2	2	2	2	1	2	2	1	2	1	1	1	0	2		2									1	4	1	2	2		2		1	1	2		2		2		1714.66701009796
3069514	235	1	5	6	3	1	1	3	2	1	1	2		2		2		1	2	1	2	2	2	2	2	2	1	1	1	1	1	0	2		2									1	2	1	1	2		2		1	1	2		2		2		1714.66701009796
3069514	235	1	6	6	3	1	1	2	3	1	1	2		2		2		1	2	1	2	2	2	2	2	2	1	1	1	1	1	0	2		2									1	2	1	1	2		2		1	1	2		2		2		1714.66701009796
3069517	235	1	3	6	3	1	1	4	1	1	1	2		2		2		1	2	2	2	2	2	2	2	2	2						1	4	2									1	4	1	4	1	5	2		1	1	1	1	2		2		1160.21811181459
3069518	235	1	2	6	3	1	1	3	1	2		2		2		2		2	2	1	2	2	2	1	2	2	1	5	4	4	4	0	2		2									1	3	1	2	2		2		1	1	1	2	2		1	1	996.30865868612
3069520	235	1	4	6	3	1	1	3	2	2		2		2		2		1	2	1	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	3	1	2	2		2		1	1	1	2	2		2		1120.93689911892
3069527	235	1	3	6	3	1	1	3	1	2		2		2		2		1	2	2	2	2	2	1	2	2	2						2		2		2	1	2	2	2	2	2	1	3	2		2		2		1	1	2		2		2		1065.2934518536
3069540	235	1	3	6	3	1	1	3	4	1	3	1	4	2		2		2	2	2	2	2	2	1	1	2	1	2	1	0	1	0	1	1	2									1	4	2		2		1	2	1	1	1	2	1	2	1	2	1025.20707961889
3069542	235	1	5	6	4	1	1	3	4	2		1	5	2		2		1	2	1	2	2	2	1	2	2	1	6	1	1	1	0	2		2									1	3	2		2		2		1	1	1	3	1	2	1	2	851.902855990002
3069561	235	1	3	6	3	1	1	3	2	2		2		2		2		2	1	2	1	2	2	2	2	2	1	1	4	4	4	0	2		2									1	3	1	1	1	4	1	2	1	1	1	3	1	2	2		1295.68730324243
3069562	235	1	3	6	3	1	1	3	4	2		1	5	2		2		2	2	2	2	2	2	2	1	2	1	2	3	3	3	0	1	2	2									2		1	2	1	3	1	3	1	1	1	2	2		2		1476.69890252934
3069562	235	1	4	6	3	1	1	3	2	1	5	1	5	1	5	2		2	2	2	1	2	2	2	1	2	1	2	1	1	1	0	1	3	1	4								1	3	1	1	1	3	1	2	1	1	1	2	2		1	2	1476.69890252934
3069562	235	1	5	6	3	1	1	3	1	2		1	5	2		1	5	2	2	2	1	2	2	2	1	2	1	2	3	0	3	0	1	3	2									1	3	1	1	1	3	1	2	1	1	1	3	2		1	2	1476.69890252934
3069565	235	1	3	6	4	1	1	3	2	1	1	1	1	1	4	1	3	2	2	1	1	1	1	1	1	1	1	1	3	3	3	0	1	3	2									1	3	1	1	1	2	1	1	1	1	1	1	2		2		1122.95187814974
3069569	235	1	3	6	3	1	1	3	3	2		1	2	2		2		2	2	2	2	1	2	2	2	1	1	4	3	3	3	0	2		2									2		1	4	1	4	1	3	1	1	1	2	2		1	3	1436.54821873458
3069573	235	1	3	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	1	1	1	5	6	6	6	0	2		2									1	3	1	1	1	3	1	1	1	1	1	1	2		2		1261.55514519502
3069580	235	1	3	6	3	1	1	3	2	2		2		1	2	2		2	2	2	1	1	2	2	2	2	1	1	1	0	1	0	2		2									1	2	1	2	1	2	1	1	1	1	1	2	2		2		1735.69967766331
3069580	235	1	4	6	3	2	1	2	3	1	3	2		2		2		2	2	2	1	1	2	2	2	2	2						1	1	2									1	3	2		1	2	1	2	1	2	1	2	1	2	2		1735.69967766331
3069583	235	1	7	6	3	1	1	3	5	2		2		2		2		2	2	2	2	1	2	2	2	2	1	4	1	1	1	0	2		2									2		2		1	5	1	4	1	1	1	3	2		2		1809.642210273
3069583	235	1	8	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	4	1	1	1	0	2		2									2		2		1	5	1	1	1	1	1	2	2		2		1809.642210273
3069583	235	1	9	6	3	2	1	2	0	2		2		2		2		2	2	2	2	1	2	2	2	1	2						1	3	2									1	3	1	1	1	5	2		1	1	2		2		1	1	1809.642210273
3069584	235	1	4	6	3	1	1	3	3	1	5	1	5	1	5	1	5	2	2	1	1	2	2	1	1	1	1	2	10	9	10	0	2		2									2		1	3	2		1	4	1	1	1	2	1	3	1	1	1435.24592967688
3069587	235	1	4	5	4	1	1	3	4	2		2		2		2		2	2	2	2	2	2	1	1	2	1	2	2	2	1	1	1	6	1	3								1	1	1	3	2		1	3	1	1	2		1	1	1	2	1293.73109784754
