Directorio	Nro_encuesta	Hogarnmero	Personanmero	P5485	P5485s1	P5486	P5486s1	P5487	P5487s1	P5488	P5488s1	P5489	P5489s1	P5490	P5490s1	P5491	P5492s1	P5492s2	P5492s3	P5492s4	P5492s5	P5492s6	P5492s7	P5492s8	P5492s9	P5493	P5494	P5495s1	P5495s2	P5495s3	P5495s4	P5495s5	P5495s6	P5495s7	P5495s8	P5495s9	P5496	P5497	P5497s1a1	P5497s1a2	P5497s1a3	P5497s1a4	P5497s1a5	P5497s1a6	P5497s1a7	P5498	P5498s1	P5499s1	P5499s2	P5499s3	P263	P264	P265	P267	P266	P255s1	P255s2	P255s3	P255s4	P255s5	P268	P256s1	P256s2	P256s3	P256s4	P256s5	P257s1	P257s2	P257s3	P257s4	P257s5	P257s6	Fex_c
304352000	209	1	4	1	2	2		2		2		2		2		1	2	1	2	2	2	2	2	2	2	2	2											1	1	2	2	2	2	1	2	1	2	2	1	2	1	5	1	3		1	1	2	2	2	1	2	1	2	2	2	1	2	1	2	2	1	676.741818165942
304352100	209	1	4	1	3	2		2		2		2		2		1	2	1	2	2	2	2	2	2	2	2	2											1	1	2	2	2	2	2	1	1	1	2	1	2	1	5	2		3						2	2	1	2	2	2	1	2	2	2	2	2	764.046572888549
304352200	209	1	3	1	2	2		2		2		2		2		1	2	1	2	2	2	2	2	2	2	2	2											1	1	2	2	2	2	2	2	1	1	2	1	2	1	3	2		3						1	2	1	2	2	2	1	2	1	2	2	2	698.5659341239
304352200	209	1	4	1	4	2		2		2		2		2		2											2											1	1	2	2	2	2	2	1	1	1	1	1	2	1	3	2		2						3	2	1	2	2	2	1	2	1	2	2	2	698.5659341239
304352200	209	1	5	1	2	2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	1	1	1	2	1	3	2		1						2	2	1	2	2	2	2	2	2	2	2	1	698.5659341239
304352400	209	1	3	2		2		1	5	2		2		2		2											2											1	1	1	2	1	1	2	2	1	2	1	1	2	1	3	1	4		1	2	2	2	2	1	2	1	2	2	2	1	1	1	1	1	1	893.020408163265
304352700	209	1	4	1	3	2		2		2		2		2		2											1	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	4	2	1	2	1	3	2		2						3	2	1	2	2	2	1	2	1	1	2	1	1832.33660138684
304353500	209	1	4	1	2	2		1	2	2		2		2		2											2											2								1	2	2	1	2	1	5	99																				1779.20279052595
304354200	209	1	3	2		2		2		2		2		2		2											2											1	1	1	2	2	2	2	1	1	2	1	1	1	1	2	1	2		1	1	2	2	2	1	2	1	2	2	2	1	1	1	2	2	1	1035.18388280861
304354400	209	1	3	2		2		2		2		2		2		2											2											1	1	1	2	2	2	1	1	1	1	1	1	1	1	3	1	3		1	1	2	2	2	1	1	1	2	2	2	1	2	1	2	2	1	1875.1714707806
304354600	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	1	1	1	1	1	2	2		1						2	2	1	2	2	2	2	2	2	2	2	1	1151.11425297318
304354700	209	1	3	2		2		2		2		2		2		2											2											2								1	1	2	1	2	2		2		5																		1069.0797327443
304354800	209	1	4	1	2	1	3	1	2	1	2	2		2		2											2											1	1	1	2	2	2	1	1	1	3	2	1	2	2		2		2						1	1	2	1	1	2	1	2	1	1	1	1	1262.57178141056
304355600	209	1	2	1	2	2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	3	1	2	2	1	3	99								2	2	2	2	1	2	1	2	1	2	2	2	1144.53256529708
304356400	209	1	3	1	2	2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	2	1	1	2	1	3	1	1		1	1	2	2	2	1	2	1	2	2	2	1	2	1	1	1	1	1461.67663698837
304356400	209	1	4	2		2		2		2		2		2		1	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	2	1	1	2	1	3	1	1		1	1	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	1461.67663698837
304357500	209	1	4	2		2		2		1	5	2		2		1	2	1	2	2	2	2	2	1	2	2	2											1	1	1	1	1	1	1	1	2					1	3	1	5		1	1	2	2	2	3	2	1	2	2	2	1	2	1	2	2	1	888.110285862803
304357700	209	1	4	2		2		2		1	5	2		1	4	2											2											1	1	2	2	2	2	1	1	1	3	1	1	2	1	3	1	2		1	1	2	2	2	3	2	1	2	2	2	1	2	1	2	2	1	2122.91969412567
304358300	209	1	5	2		2		2		2		2		2		2											2											2								1	2	1	1	2	1	3	1	1		1	2	2	2	2													323.294425406095
304358400	209	1	3	2		2		2		2		2		2		2											2											2								1	2	1	1	2	1	3	99																				681.731735621063
304358500	209	1	3	1	3	2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	4	2	1	2	1	2	1	3		1	1	2	2	2	3	1	2	2	2	2	1	2	2	2	2	2	368.128820389493
304358500	209	1	5	2		2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	1	2	2	1	2	1	7	1	2		1	2	2	2	2	3	1	2	2	2	2	1	2	1	1	2	2	368.128820389493
304358600	209	1	5	1	2	2		2		2		2		2		2											1	2	2	2	2	1	1	2	2	2	2	2								1	1	2	1	2	1	3	1	3		1	1	2	2	2													848.550533094679
304358800	209	1	3	1	3	2		2		2		2		2		2											1	2	2	1	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	1	2	2	1	2	1	3	1	3		1	2	2	2	2	4	1	2	2	2	2	1	2	2	2	2	2	786.133380439858
304358800	209	1	4	2		2		2		2		2		2		2											2											2								1	2	1	1	2	1	3	1	4		1	2	2	2	2													786.133380439858
304359200	209	1	3	2		2		2		2		2		2		2											2											2								1	2	1	1	2	2		2		1																		756.312621305579
304359500	209	1	4	1	1	2		1	1	2		2		2		2											2											1	2	2	2	2	2	2	2	1	1	2	1	2	1	5	2		2						2	2	2	2	1	2	1	2	2	2	2	1	433.733115318714
304359700	209	1	3	2		2		1	1	2		2		2		2											2											2								2					1	5	2		99																		756.312621305579
304360300	209	1	3	2		2		2		2		1	5	2		1	2	1	1	1	2	2	2	1	2	2	1	2	2	1	2	2	2	2	1	2	2	2								1	2	1	1	1	2		99																				204.527743609048
304360700	209	1	2	1	3	1	5	1	5	2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	4	2	1	2	1	5	1	2		1	1	2	2	2	4	2	2	1	2	2	1	2	2	2	2	2	172.945917973135
304360800	209	1	2	1	4	2		2		2		2		2		2											1	2	1	1	2	2	2	2	1	2	2	2								1	1	1	1	2	1	3	2		2																		188.398967482745
304360900	209	1	4	2		2		2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	2								1	5	2	1	2	1	4	1	2		1	1	1	2	2													183.75542529042
304361100	209	1	3	2		2		1	5	2		2		2		2											1	2	2	1	1	2	2	2	2	2	2	2								1	1	1	1	2	1	3	1	2		1	1	2	2	2													162.185842072862
304361600	209	1	2	2		2		2		2		2		2		2											2											2								2					1	3	1	3		1	1	2	2	2													187.395949796875
304361700	209	1	3	2		2		2		2		2		1	5	2											2											2								1	2	2	1	1	1	3	2		2																		203.438857895756
304361800	209	1	3	1	2	2		1	1	2		2		1	5	2											2											1	1	2	2	2	2	1	1	1	2	2	1	2	2		1	3		1	1	1	2	2	3	2	2	2	1	2	1	2	1	1	1	1	203.438857895756
304362000	209	1	3	1	3	2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	2	2	1	1	1	5	2		4						3	2	2	2	1	2	1	2	2	2	2	1	203.438857895756
304362200	209	1	4	2		2		2		2		2		2		2											2											2								1	1	1	1	2	2		2		2																		219.972249580199
304362900	209	1	2	1	2	2		2		2		2		2		2											2											2								1	2	1	1	2	1	3	2		2																		187.886433382436
304364000	209	1	3	2		2		2		2		2		2		1	2	1	2	1	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2								1	2	1	1	1	1	3	1	2		1	1	2	2	2													198.414698024629
304364100	209	1	3	1	2	2		2		2		2		2		1	2	1	1	2	2	2	2	1	2	2	1	2	1	1	2	2	2	2	2	2	2	2								1	2	1	1	1	1	3	2		2																		285.063617267893
304364100	209	1	4	2		2		2		2		2		2		2											2											2								1	1	1	1	1	1	3	2		1																		285.063617267893
304364200	209	1	2	1	1	2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2	2	2								1	1	1	1	1	1	3	1	1		1	1	1	2	2													264.864526028252
304364200	209	1	3	1	1	2		2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	1	1	1	1	2		1	1		1	1	1	2	2	5	2	2	2	1	2	2	2	2	2	2	1	264.864526028252
304366000	209	1	7	1	2	2		2		2		2		2		2											2											2								1	2	2	1	2	1	4	1	1		1	2	2	2	2													570.247617431466
304366100	209	1	2	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	2	2	1	2	1	3	2		2						4	2	2	2	1	2	2	2	2	2	2	1	1094.91449722837
304366200	209	1	4	2		2		2		2		2		2		2											2											2								1	3	2	1	2	1	5	1	4		1	2	2	2	2													1202.48252804547
304367000	209	1	4	2		2		2		1	4	2		2		2											2											2								1	2	1	1	2	1	3	1	3		1	1	2	2	2													1784.11768837413
304367100	209	1	3	1	2	2		2		2		2		2		2											2											1	2	2	2	2	2	1	1	1	1	1	1	2	1	3	1	3		1	1	2	2	1	2	2	1	2	2	2	1	1	2	2	2	1	1644.59936357026
304367500	209	1	5	1	2	2		2		2		2		2		2											2											1	2	2	2	2	2	1	1	1	3	2	1	2	1	3	1	1		1	1	1	2	2	1	2	1	2	2	2	1	2	1	2	2	1	1401.3938403282
304369100	209	1	3	2		2		2		2		2		1	5	2											2											1	1	1	2	2	2	1	2	1	1	1	1	2	1	3	1	1		1	1	2	2	2	1	2	1	2	2	2	1	1	1	1	1	1	1725.65525014391
304369200	209	1	3	2		2		2		2		2		2		2											2											2								1	1	1	1	2	1	3	2		99																		1586.13692534004
304369500	209	1	3	2		2		2		2		2		1	5	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	2		2						1	2	1	2	2	2	2	2	2	2	2	1	1631.29980655481
304369900	209	1	3	1	3	1	5	2		1	5	1	5	2		2											2											1	2	2	2	2	2	1	2	1	1	1	1	1	2		2		2						1	2	1	2	2	2	2	2	2	1	1	1	1571.92002364166
304369900	209	1	4	2		2		2		1	5	2		2		2											1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	1	1	1	1	2		2		5						1	2	1	2	2	2	2	2	2	2	2	1	1571.92002364166
304370000	209	1	3	2		2		2		1	5	2		1	5	1	2	2	1	1	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	2	1	1	2	2	2	2	1	2	1	2	1	1	1	2		1	1		1	1	2	2	2	1	2	1	2	2	2	1	2	1	1	2	1	1711.43834844553
304370000	209	1	4	2		2		2		1	5	2		2		1	2	2	2	1	2	2	2	1	2	2	1	2	2	2	1	2	2	2	1	2	2	1	2	2	2	2	2	1	2	1	1	1	1	1	1	3	2		1						1	2	1	2	2	2	2	2	2	2	2	1	1711.43834844553
304370700	209	1	4	2		2		2		2		2		2		2											2											2								1	1	1	1	2	1	3	2		1																		1595.40680119594
304370900	209	1	5	2		2		2		2		2		2		2											2											1	1	2	2	2	2	1	2	1	2	2	1	2	2		2		2						1	2	1	2	2	2	2	2	1	2	2	1	1608.70635821139
304371500	209	1	4	2		2		2		2		2		2		2											2											2								1	3	1	1	2	2		1	2		1	2	2	2	2													1644.59936357026
304372600	209	1	4	2		2		2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	1	3	1	1	2	1	1	1	2		1	1	2	2	2	1	2	1	2	2	2	1	1	1	2	2	1	626.448939104622
304372700	209	1	5	1	2	2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	2	2	1	2	1	3	1	2		1	1	1	2	2	2	1	2	2	1	2	1	2	1	1	1	2	960.166828862179
304372800	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	2	1	1	1	1	3	1	1	2	1	2	2		2						1	2	1	2	2	2	1	1	1	1	1	1	748.246331977537
304372800	209	1	4	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	1	1	3	1	1	2	1	3	2		1						3	2	1	2	2	2	2	2	1	2	2	1	748.246331977537
304373100	209	1	4	2		1	5	1	2	1	4	1	5	1	4	1	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	1	2	1	1	1	1	2	2		3						3	2	1	2	2	2	2	2	1	2	2	1	1007.35449563975
304373500	209	1	3	1	4	2		1	2	1	2	2		1	5	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	1	1	1	3	1	1	2	1	3	1	3		1	1	1	2	2	1	1	1	2	2	2	1	2	1	1	1	1	830.720634078048
304373700	209	1	5	2		2		2		2		2		2		2											1	2	2	2	2	1	2	2	1	2	2	2								1	2	1	1	2	1	3	1	2		1	1	2	2	2													584.628208353527
304374200	209	1	4	2		2		1	5	2		2		2		1	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	4	2	1	2	1	2	1	4		1	2	2	2	2	2	1	1	2	2	2	1	2	1	1	1	2	834.752129059845
304374400	209	1	3	2		2		2		2		2		1	3	1	2	2	1	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	1	4	2	1	2	1	3	1	3		1	1	2	2	2	2	1	1	2	2	2	1	2	1	1	1	1	774.515977575075
304374400	209	1	4	2		1	5	2		2		2		1	3	1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	2	2	1	2	1	5	2		1						3	2	1	2	2	2	2	2	2	2	2	1	774.515977575075
304374800	209	1	4	1	2	2		2		2		2		2		2											1	2	2	1	2	1	2	2	1	2	2	1	1	2	2	2	2	2	2	1	2	1	1	2	1	3	1	2		1	1	2	2	2	3	2	1	2	2	2	2	2	1	2	2	2	693.786344103953
304375200	209	1	4	1	3	1	4	2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	5	2	1	2	1	3	1	4		1	1	2	2	2	3	1	2	2	1	2	1	2	2	1	1	1	693.786344103953
304375300	209	1	4	2		2		2		2		2		1	3	2											2											1	1	2	2	1	2	1	1	2					2		1	3		1	2	2	2	2	1	1	1	2	2	2	1	2	1	1	1	1	834.752129059845
304375400	209	1	3	1	4	1	5	1	5	2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	1	2	2	1	2	2	2								1	1	1	1	2	1	4	1	3		1	1	1	2	2													956.135333880381
304375500	209	1	3	1	4	2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	1	2	1	1	2	1	3	1	2		1	1	2	2	2	3	1	2	2	1	2	1	2	1	1	1	2	928.406136315217
304375900	209	1	2	1	3	1	2	2		2		2		2		1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	2	1	2	2	2	2	1	1	1	2	2	2	2	2	2	1	3	1	1	2	1	3	1	3		1	1	2	2	2	1	1	1	2	2	2	1	2	1	1	1	2	731.575579873251
304376300	209	1	3	1	4	2		2		2		2		2		2											1	2	2	2	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	2	1	2	1	2	1	2		1	1	2	2	2	1	2	1	2	2	2	1	2	1	1	1	1	710.457096208239
304376300	209	1	5	2		2		2		2		2		2		2											2											2								1	4	2	1	2	1	3	2		1																		710.457096208239
304376500	209	1	4	2		1	4	2		2		2		1	5	1	2	2	2	2	2	2	1	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2					1	5	1	6		1	2	2	2	2	2	2	2	2	1	2	1	2	2	1	2	2	429.278497645758
304376500	209	1	5	1	2	1	4	2		2		2		2		2											1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	2	1	1	2		1	6		1	1	2	2	2	3	2	2	2	1	2	1	2	2	1	1	2	429.278497645758
304376700	209	1	3	1	2	2		2		1	5	1	5	2		2											1	2	2	2	2	2	2	2	1	2	2	2								1	3	2	1	2	1	3	1	1		1	2	1	2	2													830.720634078048
304377000	209	1	3	1	2	2		2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	3	2	1	2	1	5	1	6		1	1	2	2	2	3	2	2	2	1	2	2	2	2	1	1	2	735.607074855049
304377600	209	1	2	2		2		2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	2								1	3	2	1	2	2		2		2																		826.68913909625
304377700	209	1	4	2		2		2		2		2		2		2											2											2								1	3	2	1	2	1	2	1	5		1	2	2	2	2													907.993667341004
304377700	209	1	8	2		2		2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	2								1	2	2	1	2	1	3	2		1																		907.993667341004
304377800	209	1	3	2		2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	2					2		1	4		2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	1	2	856.990279675585
304378100	209	1	3	1	2	1	3	2		2		2		2		2											2											1	2	2	2	2	2	2	2	2					2		1	5		1	2	2	2	2	3	2	1	2	2	2	1	2	2	1	1	2	718.311321072102
304378100	209	1	4	1	4	1	3	2		2		2		2		2											1	2	2	2	2	2	1	2	2	2	1	1	2	2	2	1	2	2	2	1	2	2	1	2	2		1	3		1	2	2	2	2	2	1	1	1	2	2	1	2	1	2	2	2	718.311321072102
304378100	209	1	5	2		2		2		2		2		2		2											2											2								1	2	1	1	1	1	2	1	3		1	2	2	2	2													718.311321072102
304378400	209	2	5	2		2		2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	2								1	2	2	1	2	1	3	1	6		1	1	2	2	2													896.202703359039
304378800	209	1	3	2		2		2		2		2		2		2											1	2	2	2	1	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	1	2	1	2	2		2		3						3	2	1	2	1	2	2	2	2	1	2	2	800.785623172612
304378800	209	1	4	1	3	2		2		2		2		2		2											1	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	1	3	2	1	2	1	2	1	3		1	2	2	2	2	3	2	1	2	2	2	1	2	2	2	2	2	800.785623172612
304379000	209	1	4	1	3	2		1	5	2		2		2		2											1	2	2	2	2	1	2	2	1	2	2	2								1	2	1	2	2	2		1	2		1	1	2	2	2													834.752129059845
304379500	209	1	6	1	3	1	4	2		2		2		2		1	2	2	1	1	2	2	1	1	2	2	1	2	1	2	1	1	2	2	2	2	2	2								2					1	3	1	2		1	1	2	2	2													683.773262558323
304379600	209	1	6	1	1	2		1	3	2		2		2		1	2	2	2	1	2	2	1	1	2	2	2											2								1	4	2	1	2	1	2	1	2		1	1	2	2	2													740.758236787574
304379600	209	1	7	1	3	1	4	2		2		2		2		2											1	2	1	2	2	2	2	1	1	1	2	2								2					1	3	2		2																		740.758236787574
304379700	209	1	3	1	3	1	4	1	4	1	5	2		2		1	1	2	1	1	2	2	1	1	2	2	1	2	1	1	1	2	2	2	2	2	2	2								1	2	1	1	2	1	3	1	2		1	1	2	2	2													774.515977575075
304379700	209	1	4	1	2	1	3	2		2		2		2		1	2	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	2	2	2	2	2								1	2	1	1	2	1	3	1	2		1	1	2	2	2													774.515977575075
304379800	209	1	3	1	3	2		2		2		2		2		1	2	2	1	1	2	2	1	1	2	2	2											2								1	2	1	2	2	1	3	1	2		1	2	2	2	2													856.990279675585
304380000	209	1	4	2		2		2		1	5	2		1	5	1	2	2	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	1	1	2	2	2								1	1	2	1	2	1	3	1	2		1	1	2	2	2													929.865688282844
304380100	209	1	3	1	4	1	5	1	3	2		2		2		2											1	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	1	2	1	2	2	2		1	3		1	1	2	2	2	4	2	1	2	2	2	2	2	2	2	1	2	856.990279675585
304380300	209	1	3	1	3	1	5	1	5	2		2		2		2											1	2	2	2	1	1	2	1	1	2	2	2								1	1	1	1	2	1	3	2		1																		620.910935496694
304380400	209	1	4	2		2		2		2		2		2		2											2											2								2					2		2		2																		747.832143925159
304380500	209	1	4	2		2		2		2		2		2		2											2											2								2					2		2		4																		696.073170456362
304380500	209	1	5	2		2		2		2		2		2		2											2											2								2					2		2		4																		696.073170456362
304380500	209	1	6	2		2		2		2		2		2		2											2											2								2					2		2		1																		696.073170456362
304380900	209	1	6	2		2		2		2		2		2		2											2											2								2					1	2	2		1																		617.216175285271
304380900	209	1	7	2		2		2		2		2		2		2											2											2								2					1	1	2		1																		617.216175285271
304380900	209	1	8	2		2		2		2		2		2		2											2											2								2					2		2		99																		617.216175285271
304381400	209	1	5	1	4	2		1	5	2		2		1	5	1	2	2	2	2	2	2	2	1	2	2	2											2								2					1	3	2		3																		819.201043906287
304381900	209	1	3	2		2		2		2		2		2		2											2											2								1	3	1	2	2	1	3	99																				718.311321072102
304381900	209	1	4	2		2		2		2		2		2		2											2											2								2					1	3	2		1																		718.311321072102
304381900	209	1	5	2		2		2		2		2		2		2											2											2								1	2	1	2	2	2		2		2																		718.311321072102
304382200	209	1	5	1	3	1	2	2		2		2		2		2											2											2								1	2	2	1	2	1	3	1	3		1	1	2	2	2													918.004143878734
304382300	209	2	4	1	3	1	2	2		2		2		2		2											1	2	2	2	2	2	1	2	1	2	2	2								1	3	2	1	2	1	4	1	3		1	1	1	2	2													806.740771509358
304382500	209	1	5	2		2		2		2		2		2		2											2											1	2	2	2	1	2	1	1	1	3	2	1	2	1	4	1	3		1	2	2	2	2	3	1	1	2	2	2	1	2	2	2	2	2	765.298170741986
304382500	209	1	6	2		2		2		2		2		2		2											2											1	2	2	2	2	2	2	1	1	3	2	1	2	1	4	1	3		1	2	2	2	2	3	2	1	2	2	2	1	2	1	2	2	2	765.298170741986
304383100	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	3	2	1	2	1	3	1	4		1	1	2	2	2	4	2	1	1	1	2	2	2	2	1	1	2	842.406040090868
304383300	209	1	3	2		1	3	2		2		2		2		1	2	1	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2								1	3	2	1	2	1	1	99																				735.512694230704
304383300	209	1	4	2		1	2	2		2		2		2		1	2	2	1	2	2	2	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2								1	3	1	1	2	2		1	3		1	2	2	2	2													735.512694230704
304383800	209	1	7	2		1	2	2		2		2		2		2											2											1	2	2	2	2	2	2	1	1	3	1	1	2	2		1	5		1	1	2	2	2	2	2	1	2	2	2	2	2	1	1	1	1	906.680593810306
304384700	209	1	3	1	1	1	1	2		2		2		2		2											2											2								1	3	2	1	2	1	3	1	3		1	2	2	2	2													816.583450678548
304385300	209	1	3	2		1	1	1	5	2		2		1	5	1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	1	2	2	2	2	2	1	2	2	2	1	2	1	1	1	2	1	1	1	1	2	1	2		1	1	2	2	2	2	2	1	2	2	2	1	1	1	2	2	1	761.335283643024
304385300	209	1	4	2		2		1	5	2		2		1	5	1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1	1	2	1	1	1	1	1	1	1		1	1	2	2	1	2	2	1	2	2	2	1	1	1	2	2	1	761.335283643024
304385500	209	1	5	1	1	1	1	1	1	2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	1	2	2	1	2	1	3	1	2		1	2	2	2	2	3	1	2	2	1	2	1	1	2	2	2	2	806.740771509358
304385700	209	1	5	2		1	5	2		2		2		2		2											2											1	2	2	2	2	1	2	2	2					1	3	1	3		1	2	2	2	2	2	2	2	2	1	2	1	2	1	1	1	1	578.641906925124
304386800	209	1	3	1	1	1	1	2		1	5	1	4	2		1	2	1	1	2	1	2	2	2	2	1	1	2	1	1	2	1	2	2	2	2	1	1	2	2	2	2	1	1	2	1	3	2	1	2	2		1	2		1	1	1	2	2	2	2	1	2	2	2	1	1	1	2	2	1	846.36892718983
304387300	209	1	3	2		2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	1	1	1	2					1	2	1	1		1	1	2	2	2	1	1	2	2	2	2	1	1	1	2	1	1	846.36892718983
304387700	209	1	4	1	3	2		2		2		2		2		1	2	2	1	1	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	1	2	1	1	1	1	3	1	3		1	1	1	2	2	2	1	1	2	2	2	1	1	1	1	1	1	846.36892718983
304387800	209	1	2	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	2					2		99								4	2	2	2	1	2	2	1	1	2	2	1	914.041256779772
304387900	209	1	3	2		2		2		2		2		2		1	2	1	1	2	2	2	2	2	2	1	1	2	1	1	2	2	2	2	2	2	2	2								1	4	1	2	2	1	2	1	3		1	1	2	2	2													678.016617997614
304388400	209	1	3	2		2		2		2		2		2		2											2											1	1	2	2	2	2	2	1	2					1	4	1	4		1	1	2	2	2	3	1	1	1	2	2	1	2	1	1	1	1	707.802094508896
304388900	209	1	3	1	3	1	2	2		2		2		2		1	2	1	1	2	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	1	3	1	1	1	2		1	3		1	1	2	2	2	2	1	1	2	2	2	1	2	1	2	1	1	1037.32165229332
304389200	209	1	5	2		1	3	2		2		2		2		2											1	2	2	2	2	2	1	2	2	2	1	1	2	1	2	2	2	1	2	1	4	2	2	1	1	3	1	3		1	1	2	2	2	2	2	1	2	2	2	1	2	1	2	2	1	1142.70523259246
304389700	209	1	5	2		1	3	2		2		2		2		1	2	1	1	2	2	2	1	2	2	2	1	1	1	1	2	2	2	2	2	2	2	1	1	2	2	2	1	2	1	1	3	2	1	1	1	1	1	3		1	1	2	2	2	3	1	1	2	2	2	1	2	1	2	2	2	693.996528240744
304390000	209	1	3	2		2		2		2		2		2		2											2											2								1	2	2	1	2	1	4	2		2																		730.856542510455
304390700	209	1	3	1	3	2		2		2		2		2		2											2											2								1	2	2	1	2	1	3	2		3																		816.26388909027
304390800	209	1	4	2		2		2		2		2		2		2											2											1	2	2	2	1	2	2	2	1	3	2	1	2	1	3	1	2		1	2	2	2	2	2	2	1	2	2	2	1	2	2	2	1	1	726.766894632676
304391200	209	1	4	2		2		2		2		2		2		2											2											2								1	2	2	1	2	1	4	2		2																		913.683556075055
304391700	209	1	2	2		2		2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	2								2					1	3	2		5																		744.656706111336
304392100	209	1	6	2		2		2		2		2		2		2											2											2								2					1	5	2		2																		892.192166378127
304392100	209	1	7	2		2		2		2		2		2		2											2											1	2	2	2	2	1	1	1	2					1	2	1	2		1	2	2	2	2	4	2	2	2	1	2	1	2	1	2	2	1	892.192166378127
304392500	209	1	3	2		2		2		2		2		2		2											1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	2	1	2	1	3	1	2		1	1	2	2	2	2	2	2	2	1	2	1	2	2	1	2	2	761.037342860303
