Directorio	Nro_encuesta	Hogarnmero	P5000	P5010	P5090	P201s1	P201s2	P201s3	P201s4	P201s5	P201s6	P201s7	P201s8	P201s9	P201s10	P201s11	P201s12	P201s13	P201s14	P201s15	P201s16	P201s17	P201s18	P201s19	P201s20	P201s21	P201s22	P201s23	P201s24	P201s25	P201s26	P201s27	P5220	P5220s1	P229s1	P229s2	P229s3	P229s4	P230	P231s1	P231s1a1	P231s2	P231s2a1	Fex_c
304556100	208	1	3	1	3	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1					2	0		0		1125.53681398164
304556200	208	1	3	2	1	2	2	1	1	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	3					7	2	2	0		1059.18015461443
304556200	208	2	2	1	1	2	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2						9	9	0		1059.18015461443
304556300	208	1	3	2	3	2	2	1	2	2	2	1	2	2	2	1	1	1	2	2	2	2	2	2	2	1	2	1	1	1	2	2	1	4						0		0		1191.73608892849
304556400	208	1	3	2	3	2	2	1	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2					2	2	0	0		911.476273296992
304556500	208	1	2	1	3	2	2	1	2	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1						10	0	0		1060.66033060528
304556800	208	1	5	2	1	2	2	1	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	3						0		0		540.731216869632
304556900	208	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1						2	1	0		986.739870127717
304557000	208	1	3	2	1	2	2	1	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	3						11	7	0		635.804647708152
304557100	208	1	3	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	3					7	15	12	0		1011.54096166946
304557200	208	1	4	2	4	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	1	4						30	20	0		1182.81902788572
304557300	208	1	4	1	3	2	1	1	2	1	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1						3	0	0		864.089304756412
304557400	208	1	4	1	3	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	2						70	40	0		827.129074517633
304557500	208	1	2	1	3	2	2	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	1						0		0		179.422545643
304557600	208	1	8	2	3	1	2	1	1	2	2	1	2	2	2	1	1	2	1	1	2	1	2	2	2	1	1	1	1	1	2	1	1	2						4	4	0		159.731536891704
304557700	208	1	4	2	1	2	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1	3	7	4	1	1		40	20	0		84.7866715473943
304557800	208	1	4	2	3	2	2	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	1	1					1	0		0		158.900791188094
304557900	208	1	3	1	3	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	1	3	2	1	7	2	0	0		193.880987548551
304558000	208	1	3	1	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						0		0		179.422545643
304558100	208	1	4	2	3	2	2	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	2						0		0		194.711733252161
304558200	208	1	3	2	3	2	2	1	2	2	1	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2						6	0	0		124.751340531246
304558300	208	1	5	3	1	1	2	1	1	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	1	7	7	1		0		0		99.4353077015527
304558400	208	1	4	3	3	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	3	2	2	1		0		2	0	159.731536891704
304558500	208	1	5	3	3	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	3	1	2	1	1		3	0	0		105.06033177995
304558600	208	1	5	2	3	2	2	1	1	1	2	1	2	1	1	2	1	1	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	2					7	200	100	100	0	194.348427461106
304558800	208	1	1	1	3	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1						15	0	0		715.872300892159
304558900	208	1	3	2	3	2	1	1	1	1	2	1	2	2	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	2	1	2					6	5	1	0		1251.27721118615
304559000	208	1	4	3	2	1	2	1	2	1	2	1	2	2	2	1	1	2	2	2	2	2	2	2	1	2	1	1	1	1	2	2	1	3	2	7	2	1		7	6	0		2332.36989640478
304559100	208	1	5	3	5	2	2	1	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	3						6	6	0		2702.90538261366
304559300	208	1	3	2	1	2	2	1	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2					6	5	1	0		1212.00027065282
304559400	208	1	3	1	1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						1	1	0		715.872300892159
304559500	208	1	2	1	1	2	2	1	2	2	2	2	2	1	2	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	3					3	5	5	0		1518.76585863433
304559600	208	1	4	2	3	2	2	1	2	1	2	1	2	2	2	1	1	1	2	2	2	2	2	2	1	2	2	1	1	1	2	2	1	3					4	15	10	0		1034.15633379265
304559800	208	1	5	2	1	1	2	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	1	2	1	1	1	1	2	1	1	2						100	60	0		728.308217390206
304559900	208	1	3	2	1	2	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	1	1						40	30	0		1723.10292798828
304560100	208	1	1	1	3	2	2	1	1	2	2	1	2	2	2	1	1	2	1	2	2	2	1	1	1	1	2	2	2	2	2	2	1	1						2	0	0		1291.49113313678
304560200	208	1	5	3	1	1	2	1	1	1	1	2	2	2	2	1	1	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	3	1	7	7	1		1	0	1	0	879.409936608622
304560300	208	1	2	1	3	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2						0		0		1538.45731617021
304560400	208	1	3	2	3	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1	1	7	7	7		0		0		3073.44086882253
304560500	208	1	3	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	3						0		0		2345.09316428966
304560600	208	1	1	1	3	2	2	1	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	1	2	7	7	7	2		0		0		1152.54032580845
304560700	208	1	3	2	3	2	2	1	2	1	1	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	2	6	4	2	1	1	20	20	0		1247.15839171701
304560800	208	1	4	3	1	2	2	1	1	1	2	2	2	2	2	1	1	2	1	2	1	2	2	2	2	2	1	1	1	1	2	2	1	2						0		0		819.346744563981
304560900	208	1	4	3	4	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1					7	0		0		1456.2758527552
304561300	208	1	3	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	1	1	1	1	1	0		0		536.707571613199
304561500	208	1	4	3	5	1	1	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	4						20	20	0		1013.30451387216
304561600	208	1	3	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1						0		0		1954.87851425876
304561900	208	1	3	1	1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						0		0		733.079442847035
304562000	208	1	5	2	1	1	2	1	2	1	1	2	2	2	2	1	1	2	1	2	1	2	2	2	2	1	1	1	1	1	2	1	1	2						8	1	0		867.259024718534
304562100	208	1	4	1	1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						0		0		867.259024718534
304562200	208	1	3	1	1	2	1	1	2	2	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						0		0		1145.65583692907
304562300	208	1	4	3	3	2	2	1	1	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	3	4	2	7	1	5	0		0		1251.36720434005
304562400	208	1	4	3	1	2	2	1	2	1	2	2	2	2	1	2	1	1	1	1	2	2	2	2	2	2	1	1	1	1	2	2	1	3						0		0		670.806554697909
304562600	208	1	4	1	3	2	2	1	1	2	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2	1	1	1	1	1	2	1	1	2						0		0		1152.54032580845
304562700	208	1	6	4	1	1	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	1	1	3	7	7	7	7		0		0		879.409936608622
304562800	208	1	4	2	1	1	2	1	1	1	1	2	2	2	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	4					4	20	20	0		1108.20758438868
304562900	208	1	3	1	3	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	1	3	7	1		0		0		3073.44086882253
304563000	208	1	3	2	3	2	2	1	1	1	2	1	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	2	7	4	1		0		0		2702.90538261366
304563100	208	1	3	2	1	1	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	1	3						7	7	0		1341.61310939582
304563200	208	1	4	2	3	2	2	1	1	1	1	2	2	2	2	2	1	2	1	1	1	1	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1		70	40	0		1152.54032580845
304563300	208	1	4	2	1	2	2	1	1	1	1	2	2	2	2	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	2	2	1	1	1	7	7	1		8	8	0		879.409936608622
304563400	208	1	6	3	1	1	2	1	2	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	2						200	150	0		813.658485741094
304563500	208	1	3	2	1	1	2	1	2	2	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2	1	1	1	1	1	2	2	1	3						10	10	0		1731.82775942672
304563600	208	1	4	1	1	1	2	1	1	1	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2	1	1	1	1	1	2	2	1	1						200	200	0		1452.92752477888
304563900	208	1	4	2	3	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1	1	4	3	1		4	2	0		3039.95337841676
304564000	208	1	4	3	3	1	1	1	1	1	1	2	2	2	2	2	1	2	2	1	2	2	2	2	1	1	1	1	1	1	2	1	1	3						10	3	0		3716.22531860308
304564100	208	1	3	2	3	1	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1						0		0		3803.25029258764
304564200	208	1	4	1	4	1	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	1	1	1	2	2	1	1						25	0	0		3803.25029258764
304564300	208	1	2	2	3	1	2	2	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1						12	2	0		3552.60339410295
304564400	208	1	4	3	1	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	1	1						5	5	0		2557.01154588409
304564500	208	1	5	3	3	1	2	1	2	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	5					7	0		0		4042.13747272127
304564600	208	1	6	4	3	1	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	2					7	30	7	0		3834.33970028706
304564700	208	1	3	2	3	1	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	1	3						10	10	0		2780.04983669125
304564800	208	1	5	3	3	1	2	1	2	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	3	2	7	7	1	2	20	20	0		4040.75624817536
304564900	208	1	8	1	3	2	2	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	1	1	1	1	1	1	1					1	3	2	0		4955.7862265948
304565000	208	1	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	1	2	2							3	0	0		8058.76445511621
304565100	208	1	3	2	1	1	1	1	2	1	2	1	2	2	2	2	1	2	1	2	1	1	2	2	1	1	1	1	1	1	2	2	1	2					1	10	5	0		8723.85295107983
304565200	208	1	2	1	1	1	2	1	2	1	1	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	1	1	2	2	1	1						10	0	0		7983.1436252709
304565300	208	1	3	2	1	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1	1	1	2	1	1	3						5	0	0		8282.23461159336
304565700	208	1	5	2	1	1	1	1	2	1	1	2	1	2	2	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	2	1	1						40	35	0		4354.04667354065
304565800	208	1	6	4	2	1	1	1	1	1	1	1	2	2	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	3						200	20	10	0	2993.83148425759
304566100	208	1	1	1	3	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	1	1	1						0		0		4181.64666085619
304566200	208	1	1	1	3	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2							0		0		4181.64666085619
304566300	208	1	2	1	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2						0		0		8475.2566265711
304566400	208	1	4	3	1	2	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2						5	0	5	0	6584.37749209572
304566500	208	1	2	1	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2							0		0		7983.1436252709
304566600	208	1	3	2	3	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	2	2	1	2					3	2	2	0		9709.6427570988
304566700	208	1	3	2	3	2	2	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2					3	0		0		7986.65946956958
304569400	208	1	3	2	3	2	2	1	1	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	3					2	3	0	0		2269.844310917
304569500	208	1	5	4	1	2	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	3					7	10	3	0		1903.36131996095
304569600	208	1	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2							1	0	1	0	1895.21290299435
304570000	208	1	5	4	3	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	4						1	0	0		1757.3422820917
304570100	208	1	3	2	4	2	2	1	1	1	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1	2	2	2	2	2	8	4	0		1156.17518072319
304570200	208	1	4	3	1	2	2	1	2	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	1	2						40	40	0		1678.13739410307
304570300	208	1	2	1	1	1	2	1	1	1	2	2	2	2	1	1	1	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1					4	200	50	0		2220.08373728877
304570400	208	1	4	3	1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	1	2						0		0		1097.78717560328
304570500	208	1	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2							0		0		1321.99990598617
304570600	208	1	4	3	1	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1					1	2	0	0		605.832802026367
304570700	208	1	5	3	1	1	2	1	2	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2						6	6	0		628.43825041429
304570800	208	1	4	3	1	2	2	1	2	2	1	1	2	2	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	2	1	1	1						9	9	0		1955.01567593974
304571000	208	1	6	4	1	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2						3	0	0		1813.84575815369
304571100	208	1	4	2	1	2	2	1	2	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	4	7	7	1	1		0		0		1813.84575815369
304571300	208	1	4	2	1	2	2	1	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	2	2	2	1	1	1	1	2	2	1	3					7	0		0		1116.10355006943
304571400	208	1	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2							0		0		825.099135775147
304571500	208	1	3	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1					7	0		0		1641.83716652554
304571700	208	1	2	1	1	2	2	1	1	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2					7	0		0		2471.90109937071
304571800	208	1	3	1	1	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	1	1	1	2	1	2						0		0		1256.87650082858
304571900	208	1	1	1	3	1	2	1	2	1	2	1	2	2	1	1	1	2	2	2	2	1	2	2	1	1	1	1	1	1	2	2	1	1						0		0		2571.89201504556
304572000	208	1	5	1	1	1	2	1	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	2						70	0	0		1675.27493170614
304572100	208	1	3	3	3	2	2	1	1	1	1	2	2	2	2	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	2	2	1	3						100	0	0		3763.59811756492
304572200	208	1	4	2	1	1	2	1	2	1	2	2	2	2	2	2	1	2	2	1	2	1	2	1	1	2	1	1	1	1	2	2	1	2						1	0	0		1417.54032682827
304572300	208	1	5	4	1	1	2	1	1	2	1	2	2	2	2	1	1	2	2	2	2	1	2	2	1	1	1	1	1	1	2	2	1	2						0		0		1323.72525701181
304572400	208	1	5	2	3	1	1	1	1	1	2	1	2	2	2	1	1	2	2	2	2	1	2	2	1	1	1	1	1	1	2	1	1	2					1	50	25	0		2924.64105397569
304572500	208	1	3	2	3	2	2	1	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	5	4	4	2		5	0	0		805.141924007178
304572600	208	1	2	2	4	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						12	5	0		771.824067338616
304572700	208	1	3	2	1	2	2	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1					6	15	7	0		648.566994951316
304572800	208	1	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2						4	0	0		805.141924007178
304573000	208	1	6	4	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	2						1	0	0		357.086826013882
304573100	208	1	4	2	4	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	1	1	2	2	1	1	1	2	1	1		30	10	3	3	721.282595578968
304573200	208	1	1	1	3	2	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1						0		0		617.931559614375
304573300	208	1	2	1	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1						10	4	0		596.996466930991
304573400	208	1	3	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						5	2	0		596.996466930991
304573500	208	1	3	3	1	2	2	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1					7	4	4	0		819.840123583338
304573600	208	1	3	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1						3	2	0		896.110195986593
304573700	208	1	2	1	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1					3	3	2	0		759.142107336619
304573700	208	2	1	1	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2							2	0	0		759.142107336619
304573800	208	1	3	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	2							3	0	0		497.199902742001
304573900	208	1	3	2	1	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	1	1	2	2	1	3						5	5	0		497.199902742001
304574000	208	1	3	2	1	2	2	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						2	0	0		621.486031389977
304574100	208	1	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	2	2	2	2	2		5	2	0		805.141924007178
304574200	208	1	2	1	3	2	2	1	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1						2	2	0		801.587452231575
304574300	208	1	4	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	3	1	1	1	1		50	45	0		771.824067338616
304574400	208	1	2	1	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	3	7	3	1		0		0		805.141924007178
304574500	208	1	4	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1						8	3	0		717.728123803366
304574600	208	1	3	2	1	2	2	1	2	2	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	4						0		0		979.969524414802
304574700	208	1	6	3	4	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2							0		0		380.022717645229
304574800	208	1	5	1	3	2	1	1	2	2	2	1	2	2	2	2	1	2	1	1	2	2	2	2	2	2	1	1	2	2	2	2	1	1						0		0		617.931559614375
304574900	208	1	4	2	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	2						24	24	0		883.727432001414
304575000	208	1	7	5	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	7	7	7	2	7	20	20	0		544.549777229266
304575100	208	1	2	1	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	2	7	7	7	2	7	8	8	0		732.426323379526
304575200	208	1	1	1	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1						1	1	0		801.587452231575
304575300	208	1	4	3	1	2	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	7	7	7	2		6	6	0		812.250867558383
304575500	208	1	1	1	3	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1						1	0	0		801.587452231575
304575600	208	1	7	3	1	2	2	1	2	2	1	2	2	2	2	1	1	1	1	2	2	1	2	2	1	1	2	1	1	1	2	2	1	3	1	7	7	1		30	30	0		584.49334743782
304575700	208	1	1	1	3	2	2	1	1	2	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1						3	3	6	0	623.108264964784
304575800	208	1	4	3	1	2	2	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	3					3	20	20	0		602.920121286746
304575900	208	1	7	1	1	2	2	1	1	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	1	1	1	1	1	2	1	1						0		0		610.0125192328
304576000	208	1	4	1	1	2	2	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	1	1	1	2	1	2						20	15	0		637.783104968582
304576100	208	1	3	1	1	2	2	1	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	1	2	2	1		5	4	0		643.055614257431
304576200	208	1	3	2	5	2	1	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2						20	20	0		667.132784976179
304576300	208	1	3	2	1	2	2	1	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1	3	4	4	1	3	1	0	0		625.285483218182
304576400	208	1	4	1	1	1	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	1						1	0	0		610.0125192328
304576500	208	1	4	3	1	2	2	1	2	1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	1	5	4	2		20	15	0		657.580797654488
304576600	208	1	4	1	1	2	2	1	1	2	1	2	2	2	2	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	2	1	1	2						5	5	0		643.055614257431
304576700	208	1	5	1	1	2	1	1	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	1	1	1	2	2	1	2						5	3	0		610.0125192328
304576800	208	1	2	1	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2							0		0		610.0125192328
304576900	208	1	4	1	1	2	2	1	2	2	2	2	2	2	2	1	1	2	1	2	1	2	2	2	2	2	2	1	1	1	2	2	1	1						2	0	0		648.477780153022
304577000	208	1	7	1	3	2	2	1	1	1	2	2	2	2	2	1	1	2	2	2	1	2	2	2	2	2	2	1	1	1	2	2	1	1						15	8	0		610.0125192328
